timestamp,price,size
2018-08-16 09:34:17,202.5600,20
2018-08-16 09:34:18,202.5600,20
2018-08-16 09:34:19,202.1200,1
2018-08-16 09:34:20,202.1200,2
2018-08-16 09:34:21,201.3400,1
2018-08-16 09:34:22,199.7200,29
2018-08-16 09:34:23,200.7800,3
2018-08-16 09:34:24,200.1800,1
2018-08-16 09:34:25,202.5500,1
2018-08-16 09:34:26,199.8000,19
2018-08-16 09:34:27,202.6600,5
2018-08-16 09:34:28,203.3900,4
2018-08-16 09:34:29,202.5600,9
2018-08-16 09:34:30,202.5700,4
2018-08-16 09:34:31,202.9600,4
2018-08-16 09:34:32,202.9600,1
2018-08-16 09:34:33,202.9600,20
2018-08-16 09:34:34,202.9600,1
2018-08-16 09:34:35,203.3700,1
2018-08-16 09:34:36,203.3600,15
2018-08-16 09:34:37,203.3600,20
2018-08-16 09:34:38,200.2600,4
2018-08-16 09:34:39,202.9800,4
2018-08-16 09:34:40,202.9800,1
2018-08-16 09:34:41,202.9500,7
2018-08-16 09:34:42,201.5500,1
2018-08-16 09:34:43,202.1900,20
2018-08-16 09:34:44,202.8200,9
2018-08-16 09:34:45,200.6800,4
2018-08-16 09:34:46,199.6600,1
2018-08-16 09:34:47,199.6700,4
2018-08-16 09:34:48,199.7200,2
2018-08-16 09:34:49,199.6700,1
2018-08-16 09:34:50,199.6400,80
2018-08-16 09:34:51,199.6000,33
2018-08-16 09:34:52,199.6900,14
2018-08-16 09:34:53,199.6800,4
2018-08-16 09:34:54,203.3800,8
2018-08-16 09:34:55,199.6900,1
2018-08-16 09:34:56,203.3800,17
2018-08-16 09:34:57,199.7000,20
2018-08-16 09:34:58,203.0100,4
2018-08-16 09:34:59,203.3800,1
2018-08-16 09:35:00,203.0100,1
2018-08-16 09:35:01,203.3700,2
2018-08-16 09:35:02,203.3700,2
2018-08-16 09:35:03,203.3700,16
2018-08-16 09:35:04,203.3600,1
2018-08-16 09:35:05,203.3600,4
2018-08-16 09:35:06,203.3600,4
2018-08-16 09:35:07,200.2200,4
2018-08-16 09:35:08,201.8200,20
2018-08-16 09:35:09,201.8300,1
2018-08-16 09:35:10,201.8300,1
2018-08-16 09:35:11,201.6900,80
2018-08-16 09:35:12,201.3700,4
2018-08-16 09:35:13,197.9200,19
2018-08-16 09:35:14,201.3400,4
2018-08-16 09:35:15,198.5300,1
2018-08-16 09:35:16,198.5700,1
2018-08-16 09:35:17,201.1000,3
2018-08-16 09:35:18,201.1000,1
2018-08-16 09:35:19,201.3800,1
2018-08-16 09:35:20,199.5100,4
2018-08-16 09:35:21,199.5100,1
2018-08-16 09:35:22,199.5100,1
