wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
21:08:55,2018-08-16 09:30:38,0,0.0,0,0.0,0.0,0.0,0.0
21:08:56,2018-08-16 09:30:39,0,0.0,0,0.0,0.0,0.0,0.0
21:08:59,2018-08-16 09:30:40,0,0.0,0,0.0,0.0,0.0,0.0
21:09:00,2018-08-16 09:30:43,0,0.0,0,0.0,0.0,0.0,0.0
21:09:01,2018-08-16 09:30:44,0,0.0,0,0.0,0.0,0.0,0.0
21:09:03,2018-08-16 09:30:44,0,0.0,0,0.0,0.0,0.0,0.0
21:09:05,2018-08-16 09:30:46,0,0.0,0,0.0,0.0,0.0,0.0
21:09:09,2018-08-16 09:30:47,0,0.0,0,0.0,0.0,0.0,0.0
21:09:13,2018-08-16 09:30:50,0,0.0,3,102.0,87.0,102.0,189.0
21:09:16,2018-08-16 09:30:55,0,0.0,6,342.0,327.0,342.0,669.0
21:09:17,2018-08-16 09:31:00,0,0.0,6,808.0,327.0,808.0,1135.0
21:09:18,2018-08-16 09:31:02,0,0.0,6,808.0,327.0,808.0,1135.0
21:09:19,2018-08-16 09:31:02,0,0.0,6,-174.0,327.0,-174.0,153.0
21:09:20,2018-08-16 09:31:04,-3,-3.0,9,-795.2857,278.2857,-798.2857,-520.0
21:09:22,2018-08-16 09:31:04,-3,-3.0,6,-484.1905,278.2857,-487.1905,-208.9048
21:09:24,2018-08-16 09:31:06,-3,-3.0,6,-530.1905,278.2857,-533.1905,-254.9048
21:09:26,2018-08-16 09:31:07,0,0.0,35,-3196.2857,857.2857,-3196.2857,-2339.0
21:09:29,2018-08-16 09:31:11,0,0.0,32,-662.1184,840.1184,-662.1184,178.0
21:09:30,2018-08-16 09:31:13,0,0.0,32,-3291.1184,840.1184,-3291.1184,-2451.0
21:09:31,2018-08-16 09:31:14,0,0.0,32,-5868.1184,840.1184,-5868.1184,-5028.0
21:09:32,2018-08-16 09:31:17,3,-6.0,32,-5655.1184,840.1184,-5661.1184,-4821.0
21:09:35,2018-08-16 09:31:17,3,-6.0,29,-1576.951,861.951,-1582.951,-721.0
21:09:36,2018-08-16 09:31:20,3,-9.0,23,4547.3837,1450.3388,4538.3837,5988.7224
21:09:37,2018-08-16 09:31:21,3,-9.0,23,4547.3837,1450.3388,4538.3837,5988.7224
21:09:38,2018-08-16 09:31:22,3,-15.0,23,4546.3837,1450.3388,4531.3837,5981.7224
21:09:39,2018-08-16 09:31:23,0,0.0,23,4541.3837,1450.3388,4541.3837,5991.7224
21:09:40,2018-08-16 09:31:25,0,0.0,23,4537.3837,1450.3388,4537.3837,5987.7224
21:09:41,2018-08-16 09:31:25,0,0.0,23,196.3837,1450.3388,196.3837,1646.7224
21:09:43,2018-08-16 09:31:25,0,0.0,20,2291.0629,2496.9371,2291.0629,4788.0
21:09:45,2018-08-16 09:31:27,0,0.0,17,1947.4034,2840.5966,1947.4034,4788.0
21:09:46,2018-08-16 09:31:32,0,0.0,17,1947.4034,2840.5966,1947.4034,4788.0
21:09:47,2018-08-16 09:31:32,0,0.0,17,1896.4034,2840.5966,1896.4034,4737.0
21:09:48,2018-08-16 09:31:32,0,0.0,17,484.4034,2840.5966,484.4034,3325.0
21:09:49,2018-08-16 09:31:32,0,0.0,23,907.4034,2840.5966,907.4034,3748.0
21:09:50,2018-08-16 09:31:33,0,0.0,29,1933.4034,2840.5966,1933.4034,4774.0
21:09:51,2018-08-16 09:31:34,0,0.0,29,1933.4034,2840.5966,1933.4034,4774.0
21:09:54,2018-08-16 09:31:34,0,0.0,29,1801.1839,3090.8161,1801.1839,4892.0
21:09:55,2018-08-16 09:31:38,0,0.0,29,1790.1839,3090.8161,1790.1839,4881.0
21:09:56,2018-08-16 09:31:39,0,0.0,29,3147.1839,3090.8161,3147.1839,6238.0
21:09:58,2018-08-16 09:31:39,0,0.0,29,3129.1839,3090.8161,3129.1839,6220.0
21:09:59,2018-08-16 09:31:42,0,0.0,29,3105.1839,3090.8161,3105.1839,6196.0
21:10:02,2018-08-16 09:31:43,0,0.0,2,77.1992,5296.4024,77.1992,5373.6016
21:10:04,2018-08-16 09:31:44,0,0.0,2,75.1992,5296.4024,75.1992,5371.6016
21:10:05,2018-08-16 09:31:47,0,0.0,2,75.1992,5344.4024,75.1992,5419.6016
21:10:06,2018-08-16 09:31:47,0,0.0,2,75.1992,5344.4024,75.1992,5419.6016
21:10:07,2018-08-16 09:31:50,0,0.0,2,245.1992,5344.4024,245.1992,5589.6016
21:10:08,2018-08-16 09:31:51,0,0.0,2,245.1992,5344.4024,245.1992,5589.6016
21:10:11,2018-08-16 09:31:51,0,0.0,2,245.1992,5344.4024,245.1992,5589.6016
21:10:13,2018-08-16 09:31:52,0,0.0,2,-312.8008,5344.4024,-312.8008,5031.6016
21:10:15,2018-08-16 09:31:52,20,-1845.0,8,-626.4024,4528.4024,-2471.4024,2057.0
21:10:17,2018-08-16 09:31:55,20,-1865.0,2,401.3994,5540.6006,-1463.6006,4077.0
21:10:18,2018-08-16 09:32:00,20,-1865.0,2,401.3994,5540.6006,-1463.6006,4077.0
21:10:19,2018-08-16 09:32:01,20,-1865.0,2,399.3994,5540.6006,-1465.6006,4075.0
21:10:20,2018-08-16 09:32:03,32,-1277.0,28,-1343.6006,5540.6006,-2620.6006,2920.0
21:10:23,2018-08-16 09:32:04,32,-2075.0,28,-9088.6006,5540.6006,-11163.6006,-5623.0
21:10:24,2018-08-16 09:32:07,32,-2493.0,28,-9088.6006,5540.6006,-11581.6006,-6041.0
21:10:25,2018-08-16 09:32:09,32,-2493.0,28,-9088.6006,5540.6006,-11581.6006,-6041.0
21:10:28,2018-08-16 09:32:09,23,-207.8438,2,-362.0,2671.8437,-569.8438,2102.0
21:10:30,2018-08-16 09:32:12,23,-639.8437,2,-212.0,2671.8437,-851.8437,1820.0
21:10:32,2018-08-16 09:32:13,23,1504.1562,-1,63.5,945.8437,1567.6562,2513.5
21:10:33,2018-08-16 09:32:19,23,1029.5331,2,-490.0,1815.9669,539.5331,2355.5
21:10:34,2018-08-16 09:32:21,20,895.2462,2,-490.0,1956.2538,405.2462,2361.5
21:10:36,2018-08-16 09:32:21,20,895.2462,-4,-470.5,1614.2538,424.7462,2039.0
21:10:39,2018-08-16 09:32:24,20,915.2462,-4,-474.5,1614.2538,440.7462,2055.0
21:10:41,2018-08-16 09:32:26,20,-441.7538,11,-1045.0,1139.7538,-1486.7538,-347.0
21:10:43,2018-08-16 09:32:27,20,895.2462,11,-4.0,1139.7538,891.2462,2031.0
21:10:44,2018-08-16 09:32:30,20,869.2462,8,-1.0,1151.7538,868.2462,2020.0
21:10:47,2018-08-16 09:32:31,23,1095.2462,8,64.0,1151.7538,1159.2462,2311.0
21:10:49,2018-08-16 09:32:34,20,567.2707,8,-483.0,1671.7293,84.2707,1756.0
21:10:51,2018-08-16 09:32:37,20,607.2707,11,54.2143,1713.515,661.485,2375.0
21:10:54,2018-08-16 09:32:39,20,-1172.7293,8,39.4286,1728.3007,-1133.3007,595.0
21:10:58,2018-08-16 09:32:40,17,278.1801,11,225.8367,1826.9831,504.0169,2331.0
21:10:59,2018-08-16 09:32:45,17,278.1801,8,156.2449,1885.575,434.425,2320.0
21:11:00,2018-08-16 09:32:47,17,178.6687,9,201.2449,2068.0864,379.9136,2448.0
21:11:01,2018-08-16 09:32:48,17,-1056.3313,9,201.2449,2068.0864,-855.0864,1213.0
21:11:02,2018-08-16 09:32:48,17,-1548.3313,9,202.2449,2068.0864,-1346.0864,722.0
21:11:04,2018-08-16 09:32:49,17,-1699.0544,9,197.2449,800.8095,-1501.8095,-701.0
21:11:05,2018-08-16 09:32:52,17,-1699.0544,9,197.2449,800.8095,-1501.8095,-701.0
21:11:06,2018-08-16 09:32:53,17,-1632.0544,17,2022.2449,800.8095,390.1905,1191.0
21:11:08,2018-08-16 09:32:53,14,-1549.7851,17,1545.2449,-742.0725,-4.5403,-746.6127
21:11:11,2018-08-16 09:32:55,14,-919.7851,17,847.2449,-742.0725,-72.5403,-814.6127
21:11:12,2018-08-16 09:32:59,-2,-85.1667,17,844.2449,-2118.1023,759.0782,-1359.0241
21:11:13,2018-08-16 09:32:59,-8,-857.6667,17,844.2449,-2263.296,-13.4218,-2276.7177
21:11:15,2018-08-16 09:33:00,8,-116.6989,17,2068.2449,-2709.546,1951.546,-758.0
21:11:17,2018-08-16 09:33:02,-8,90.6667,17,2731.2449,-2600.1333,2821.9116,221.7782
21:11:18,2018-08-16 09:33:05,-8,-705.3333,17,2731.2449,-2600.1333,2025.9116,-574.2218
21:11:19,2018-08-16 09:33:06,-8,-717.3333,17,2380.2449,-2600.1333,1662.9116,-937.2218
21:11:24,2018-08-16 09:33:06,9,645.6663,0,0.0,-2005.6663,645.6663,-1360.0
21:11:25,2018-08-16 09:33:11,6,424.4442,3,-3.0,-1790.4442,421.4442,-1369.0
21:11:26,2018-08-16 09:33:12,6,424.4442,0,0.0,-1790.4442,424.4442,-1366.0
21:11:28,2018-08-16 09:33:12,6,424.4442,0,0.0,-1790.4442,424.4442,-1366.0
21:11:29,2018-08-16 09:33:16,9,856.4442,0,0.0,-1767.4442,856.4442,-911.0
21:11:30,2018-08-16 09:33:17,9,855.4442,-3,-60.0,-1561.4442,795.4442,-766.0
21:11:32,2018-08-16 09:33:17,15,1870.4442,3,-6.0,-1573.4442,1864.4442,291.0
21:11:33,2018-08-16 09:33:20,15,1867.4442,3,-6.0,-1573.4442,1861.4442,288.0
21:11:34,2018-08-16 09:33:21,15,1852.4442,3,-6.0,-1573.4442,1846.4442,273.0
21:11:35,2018-08-16 09:33:22,15,-397.5558,3,39.0,-1573.4442,-358.5558,-1932.0
21:11:36,2018-08-16 09:33:23,15,-397.5558,3,-6.0,-1573.4442,-403.5558,-1977.0
21:11:37,2018-08-16 09:33:24,15,-397.5558,3,-6.0,-1573.4442,-403.5558,-1977.0
21:11:38,2018-08-16 09:33:25,-63,1203.0,3,-6.0,-1971.0,1197.0,-774.0
21:11:39,2018-08-16 09:33:25,-63,1131.0,3,-6.0,-1971.0,1125.0,-846.0
21:11:40,2018-08-16 09:33:27,-63,263.0,3,-6.0,-1971.0,257.0,-1714.0
21:11:41,2018-08-16 09:33:28,-43,-3145.0476,3,-6.0,-1791.9524,-3151.0476,-4943.0
21:11:42,2018-08-16 09:33:29,-43,-4216.0476,3,-6.0,-1791.9524,-4222.0476,-6014.0
21:11:43,2018-08-16 09:33:30,-43,-4216.0476,3,-18.0,-1791.9524,-4234.0476,-6026.0
21:11:44,2018-08-16 09:33:31,-8,-784.381,3,-18.0,-5223.619,-802.381,-6026.0
21:11:47,2018-08-16 09:33:32,-8,-280.381,3,-15.0,-5223.619,-295.381,-5519.0
21:11:48,2018-08-16 09:33:34,-8,-280.381,3,-15.0,-5223.619,-295.381,-5519.0
21:11:49,2018-08-16 09:33:35,-8,-280.381,3,-15.0,-5229.619,-295.381,-5525.0
21:11:50,2018-08-16 09:33:36,-8,-288.381,3,-15.0,-5229.619,-303.381,-5533.0
