timestamp,price,size
2020-11-02 09:30:32,191.3600,1
2020-11-02 09:30:33,191.3700,1
2020-11-02 09:30:34,191.4600,1
2020-11-02 09:30:35,191.4600,1
2020-11-02 09:30:36,191.4600,1
2020-11-02 09:30:37,191.4600,1
2020-11-02 09:30:38,191.4600,1
2020-11-02 09:30:39,191.3700,1
2020-11-02 09:30:40,191.3700,1
2020-11-02 09:30:41,191.3700,1
2020-11-02 09:30:42,191.3700,1
2020-11-02 09:30:43,191.3400,1
2020-11-02 09:30:44,191.3400,1
2020-11-02 09:30:45,191.3400,1
2020-11-02 09:30:46,191.1000,1
2020-11-02 09:30:47,191.1000,1
2020-11-02 09:30:48,191.1000,1
2020-11-02 09:30:49,191.1000,1
2020-11-02 09:30:50,191.1000,1
2020-11-02 09:30:51,191.1000,1
2020-11-02 09:30:52,191.1000,1
2020-11-02 09:30:53,191.0500,1
2020-11-02 09:30:54,191.0500,1
2020-11-02 09:30:55,191.0500,1
2020-11-02 09:30:56,191.0500,1
2020-11-02 09:30:57,191.0500,1
2020-11-02 09:30:58,191.0500,1
2020-11-02 09:30:59,191.0500,1
2020-11-02 09:31:00,191.0500,1
2020-11-02 09:31:01,191.0500,1
2020-11-02 09:31:02,191.0500,1
2020-11-02 09:31:03,191.0500,1
2020-11-02 09:31:04,191.0500,1
2020-11-02 09:31:05,191.2000,1
2020-11-02 09:31:06,191.2000,1
2020-11-02 09:31:07,191.2000,1
2020-11-02 09:31:08,191.2000,1
2020-11-02 09:31:09,191.1000,1
2020-11-02 09:31:10,191.1000,1
2020-11-02 09:31:11,191.1000,1
2020-11-02 09:31:12,191.1000,1
2020-11-02 09:31:13,191.1000,1
2020-11-02 09:31:14,191.1000,1
2020-11-02 09:31:15,191.0900,2
2020-11-02 09:31:16,191.0900,2
2020-11-02 09:31:17,191.2600,1
2020-11-02 09:31:18,191.2600,1
2020-11-02 09:31:19,191.2700,1
2020-11-02 09:31:20,191.2700,1
2020-11-02 09:31:21,191.4000,1
2020-11-02 09:31:22,191.4000,1
2020-11-02 09:31:23,191.2000,1
2020-11-02 09:31:24,191.2000,1
2020-11-02 09:31:25,191.2700,1
2020-11-02 09:31:26,191.2700,1
2020-11-02 09:31:27,191.2700,1
2020-11-02 09:31:28,191.2700,1
2020-11-02 09:31:29,191.2700,1
2020-11-02 09:31:30,191.2700,1
2020-11-02 09:31:31,191.2700,1
2020-11-02 09:31:32,191.2200,1
2020-11-02 09:31:33,191.2200,1
2020-11-02 09:31:34,191.3300,1
2020-11-02 09:31:35,191.1800,1
2020-11-02 09:31:36,191.1800,1
2020-11-02 09:31:37,191.0700,2
2020-11-02 09:31:38,191.0700,1
2020-11-02 09:31:39,191.1200,1
2020-11-02 09:31:40,190.9700,1
2020-11-02 09:31:41,190.9700,1
2020-11-02 09:31:42,190.8700,1
2020-11-02 09:31:43,190.8700,1
2020-11-02 09:31:44,191.0600,1
2020-11-02 09:31:45,191.0600,1
2020-11-02 09:31:46,190.9600,1
2020-11-02 09:31:47,191.1600,1
2020-11-02 09:31:48,190.9100,1
2020-11-02 09:31:49,190.9100,1
2020-11-02 09:31:50,190.9100,1
2020-11-02 09:31:51,190.9100,1
2020-11-02 09:31:52,190.9100,1
2020-11-02 09:31:53,190.9100,1
2020-11-02 09:31:54,190.9100,1
2020-11-02 09:31:55,190.9100,1
2020-11-02 09:31:56,190.9100,1
2020-11-02 09:31:57,190.9100,1
2020-11-02 09:31:58,190.9100,1
2020-11-02 09:31:59,190.9100,1
2020-11-02 09:32:00,190.9100,1
2020-11-02 09:32:01,190.9100,1
2020-11-02 09:32:02,190.9100,1
2020-11-02 09:32:03,190.9100,1
2020-11-02 09:32:04,190.9100,1
2020-11-02 09:32:05,191.1500,1
2020-11-02 09:32:06,191.1500,1
2020-11-02 09:32:07,191.1300,1
2020-11-02 09:32:08,191.0900,1
2020-11-02 09:32:09,191.0900,1
2020-11-02 09:32:10,191.0900,1
2020-11-02 09:32:11,191.0900,1
2020-11-02 09:32:12,191.0900,1
2020-11-02 09:32:13,191.0900,1
2020-11-02 09:32:14,191.0900,1
2020-11-02 09:32:15,191.0900,1
2020-11-02 09:32:16,191.0900,1
2020-11-02 09:32:17,191.0900,1
2020-11-02 09:32:18,191.0900,1
2020-11-02 09:32:19,191.0900,1
2020-11-02 09:32:20,191.0900,1
2020-11-02 09:32:21,191.0900,1
2020-11-02 09:32:22,191.0900,1
2020-11-02 09:32:23,191.0900,1
