wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
15:02:05,2018-08-16 09:30:58,0,0.0,0,0.0,0.0,0.0,0.0
15:02:06,2018-08-16 09:30:58,0,0.0,0,0.0,0.0,0.0,0.0
15:02:07,2018-08-16 09:31:00,0,0.0,0,0.0,0.0,0.0,0.0
15:02:08,2018-08-16 09:31:01,0,0.0,0,0.0,0.0,0.0,0.0
15:02:09,2018-08-16 09:31:02,0,0.0,0,0.0,0.0,0.0,0.0
15:02:10,2018-08-16 09:31:03,0,0.0,0,0.0,0.0,0.0,0.0
15:02:11,2018-08-16 09:31:04,0,0.0,0,0.0,0.0,0.0,0.0
15:02:12,2018-08-16 09:31:06,0,0.0,0,0.0,0.0,0.0,0.0
15:02:13,2018-08-16 09:31:08,0,0.0,0,0.0,0.0,0.0,0.0
15:02:14,2018-08-16 09:31:08,0,0.0,0,0.0,0.0,0.0,0.0
15:02:15,2018-08-16 09:31:09,0,0.0,0,0.0,0.0,0.0,0.0
15:02:16,2018-08-16 09:31:10,0,0.0,0,0.0,0.0,0.0,0.0
15:02:17,2018-08-16 09:31:10,0,0.0,0,0.0,0.0,0.0,0.0
15:02:18,2018-08-16 09:31:10,0,0.0,0,0.0,0.0,0.0,0.0
15:02:19,2018-08-16 09:31:12,0,0.0,0,0.0,0.0,0.0,0.0
15:02:20,2018-08-16 09:31:13,0,0.0,0,0.0,0.0,0.0,0.0
15:02:21,2018-08-16 09:31:16,0,0.0,0,0.0,0.0,0.0,0.0
15:02:22,2018-08-16 09:31:17,0,0.0,0,0.0,0.0,0.0,0.0
15:02:23,2018-08-16 09:31:18,0,0.0,0,0.0,0.0,0.0,0.0
15:02:24,2018-08-16 09:31:21,0,0.0,0,0.0,0.0,0.0,0.0
15:02:25,2018-08-16 09:31:21,0,0.0,0,0.0,0.0,0.0,0.0
15:02:26,2018-08-16 09:31:22,0,0.0,0,0.0,0.0,0.0,0.0
15:02:27,2018-08-16 09:31:25,0,0.0,0,0.0,0.0,0.0,0.0
15:02:28,2018-08-16 09:31:25,0,0.0,0,0.0,0.0,0.0,0.0
15:02:29,2018-08-16 09:31:26,0,0.0,0,0.0,0.0,0.0,0.0
15:02:30,2018-08-16 09:31:27,0,0.0,0,0.0,0.0,0.0,0.0
15:02:31,2018-08-16 09:31:29,0,0.0,0,0.0,0.0,0.0,0.0
15:02:32,2018-08-16 09:31:29,0,0.0,0,0.0,0.0,0.0,0.0
15:02:33,2018-08-16 09:31:30,0,0.0,0,0.0,0.0,0.0,0.0
15:02:34,2018-08-16 09:31:31,0,0.0,0,0.0,0.0,0.0,0.0
15:02:35,2018-08-16 09:31:33,0,0.0,0,0.0,0.0,0.0,0.0
15:02:36,2018-08-16 09:31:33,0,0.0,0,0.0,0.0,0.0,0.0
15:02:37,2018-08-16 09:31:34,0,0.0,0,0.0,0.0,0.0,0.0
15:02:38,2018-08-16 09:31:35,0,0.0,0,0.0,0.0,0.0,0.0
15:02:39,2018-08-16 09:31:36,0,0.0,0,0.0,0.0,0.0,0.0
15:02:40,2018-08-16 09:31:37,0,0.0,0,0.0,0.0,0.0,0.0
15:02:41,2018-08-16 09:31:38,0,0.0,0,0.0,0.0,0.0,0.0
15:02:42,2018-08-16 09:31:39,0,0.0,0,0.0,0.0,0.0,0.0
15:02:43,2018-08-16 09:31:39,0,0.0,0,0.0,0.0,0.0,0.0
15:02:44,2018-08-16 09:31:41,0,0.0,0,0.0,0.0,0.0,0.0
15:02:45,2018-08-16 09:31:42,0,0.0,0,0.0,0.0,0.0,0.0
15:02:46,2018-08-16 09:31:43,0,0.0,0,0.0,0.0,0.0,0.0
15:02:47,2018-08-16 09:31:44,0,0.0,0,0.0,0.0,0.0,0.0
15:02:48,2018-08-16 09:31:45,0,0.0,0,0.0,0.0,0.0,0.0
