wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,cs3_pos_lots,cs3_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
23:24:21,1969-12-31 19:00:00,3,-3.0,0,0.0,0,0.0,0.0,-3.0,-3.0
23:24:23,2018-08-16 09:30:45,3,18.0,0,0.0,0,0.0,0.0,18.0,18.0
23:24:34,1969-12-31 19:00:00,3,6.0,0,0.0,0,0.0,0.0,6.0,6.0
23:24:36,2018-08-16 09:30:55,3,3.0,0,0.0,0,0.0,0.0,3.0,3.0
23:24:44,1969-12-31 19:00:00,3,9.0,0,0.0,0,0.0,0.0,9.0,9.0
23:24:45,1969-12-31 19:00:00,3,3.0,0,0.0,0,0.0,0.0,3.0,3.0
23:24:48,2018-08-16 09:31:09,3,15.0,0,0.0,0,0.0,0.0,15.0,15.0
23:24:59,2018-08-16 09:31:21,3,3.0,0,0.0,0,0.0,0.0,3.0,3.0
23:25:00,2018-08-16 09:31:22,3,-9.0,0,0.0,0,0.0,0.0,-9.0,-9.0
23:25:07,2018-08-16 09:31:22,6,-12.0,0,0.0,3,-3.0,0.0,-15.0,-15.0
23:25:08,2018-08-16 09:31:29,6,-12.0,0,0.0,3,-3.0,0.0,-15.0,-15.0
23:25:09,2018-08-16 09:31:29,6,-12.0,0,0.0,3,-3.0,0.0,-15.0,-15.0
23:25:13,2018-08-16 09:31:29,9,-42.0,0,0.0,6,-6.0,0.0,-48.0,-48.0
23:25:17,2018-08-16 09:31:35,6,-25.0,0,0.0,0,0.0,43.0,-25.0,18.0
23:25:22,2018-08-16 09:31:40,9,-34.0,0,0.0,3,-24.0,43.0,-58.0,-15.0
23:25:26,2018-08-16 09:31:44,9,-65.0,0,0.0,3,-21.0,43.0,-86.0,-43.0
23:25:28,2018-08-16 09:31:47,9,-65.0,0,0.0,3,-21.0,43.0,-86.0,-43.0
23:25:29,2018-08-16 09:31:51,9,-65.0,0,0.0,3,-24.0,43.0,-89.0,-46.0
23:25:32,2018-08-16 09:31:51,9,-65.0,0,0.0,3,-18.0,43.0,-83.0,-40.0
23:25:33,2018-08-16 09:31:55,9,-65.0,0,0.0,3,-18.0,43.0,-83.0,-40.0
23:25:34,2018-08-16 09:31:56,9,-65.0,0,0.0,3,-30.0,43.0,-95.0,-52.0
23:25:36,2018-08-16 09:31:57,9,-65.0,0,0.0,3,-27.0,43.0,-92.0,-49.0
23:25:37,2018-08-16 09:32:00,9,-65.0,0,0.0,6,-21.0,43.0,-86.0,-43.0
23:25:38,2018-08-16 09:32:00,9,-65.0,0,0.0,6,-21.0,43.0,-86.0,-43.0
23:25:41,2018-08-16 09:32:00,9,-65.0,0,0.0,3,55.5,77.5,-9.5,68.0
23:25:42,2018-08-16 09:32:04,9,-46.0,0,0.0,3,55.5,77.5,9.5,87.0
23:25:43,2018-08-16 09:32:04,9,-46.0,0,0.0,3,55.5,77.5,9.5,87.0
23:25:44,2018-08-16 09:32:05,9,-65.0,0,0.0,3,55.5,77.5,-9.5,68.0
23:25:45,2018-08-16 09:32:07,9,-70.0,0,0.0,3,55.5,77.5,-14.5,63.0
23:25:46,2018-08-16 09:32:07,9,-70.0,0,0.0,3,55.5,77.5,-14.5,63.0
23:25:47,2018-08-16 09:32:09,9,-70.0,0,0.0,3,55.5,77.5,-14.5,63.0
23:25:49,2018-08-16 09:32:09,9,-70.0,0,0.0,3,58.5,77.5,-11.5,66.0
23:25:50,2018-08-16 09:32:09,9,-70.0,0,0.0,3,55.5,77.5,-14.5,63.0
23:25:51,2018-08-16 09:32:13,9,-70.0,0,0.0,3,55.5,77.5,-14.5,63.0
23:25:55,2018-08-16 09:32:13,12,-199.0,0,0.0,3,70.5,77.5,-128.5,-51.0
23:25:56,2018-08-16 09:32:17,12,-199.0,0,0.0,3,70.5,77.5,-128.5,-51.0
23:25:57,2018-08-16 09:32:19,12,-199.0,0,0.0,3,70.5,77.5,-128.5,-51.0
23:25:58,2018-08-16 09:32:20,12,-319.0,0,0.0,3,70.5,77.5,-248.5,-171.0
23:25:59,2018-08-16 09:32:20,12,-319.0,0,0.0,3,70.5,77.5,-248.5,-171.0
23:26:04,2018-08-16 09:32:20,12,-307.0,0,0.0,3,70.5,77.5,-236.5,-159.0
23:26:08,2018-08-16 09:32:24,9,-176.25,-3,-3.0,6,28.5,24.75,-150.75,-126.0
23:26:12,2018-08-16 09:32:30,6,-114.5,-3,-78.0,6,49.5,-25.0,-143.0,-168.0
23:26:16,2018-08-16 09:32:35,6,-150.5,0,0.0,6,52.5,-100.0,-98.0,-198.0
23:26:21,2018-08-16 09:32:39,6,-159.5,0,0.0,3,41.25,-52.75,-118.25,-171.0
23:26:25,2018-08-16 09:32:39,9,-189.5,-3,3.0,0,0.0,-5.5,-186.5,-192.0
23:26:27,2018-08-16 09:32:46,9,-186.5,-3,3.0,0,0.0,-5.5,-183.5,-189.0
23:26:28,2018-08-16 09:32:49,9,-189.5,-3,3.0,0,0.0,-5.5,-186.5,-192.0
23:26:29,2018-08-16 09:32:49,9,-189.5,-3,3.0,0,0.0,-5.5,-186.5,-192.0
23:26:30,2018-08-16 09:32:52,9,-189.5,-3,3.0,0,0.0,-5.5,-186.5,-192.0
23:26:33,2018-08-16 09:32:53,9,-270.5,-3,-18.0,-3,-15.0,-5.5,-303.5,-309.0
23:26:35,2018-08-16 09:32:55,9,-279.5,-6,-57.0,-3,-15.0,-5.5,-351.5,-357.0
23:26:36,2018-08-16 09:32:59,9,-279.5,-6,-57.0,-3,-15.0,-5.5,-351.5,-357.0
23:26:37,2018-08-16 09:32:59,9,-279.5,-6,-57.0,-3,-12.0,-5.5,-348.5,-354.0
23:26:38,2018-08-16 09:33:00,9,-279.5,-6,-57.0,-3,-15.0,-5.5,-351.5,-357.0
23:26:39,2018-08-16 09:33:00,9,-279.5,-6,-57.0,-3,-15.0,-5.5,-351.5,-357.0
23:26:40,2018-08-16 09:33:02,9,-279.5,-6,9.0,-3,-15.0,-5.5,-285.5,-291.0
23:26:43,2018-08-16 09:33:04,9,-387.5,-6,9.0,-3,-21.0,-5.5,-399.5,-405.0
23:26:46,2018-08-16 09:33:05,9,-384.5,-6,9.0,-3,-21.0,-5.5,-396.5,-402.0
23:26:52,2018-08-16 09:33:08,12,-330.5,-3,13.5,-3,-21.0,14.0,-338.0,-324.0
23:26:56,2018-08-16 09:33:15,12,-345.5,-3,16.5,-3,-18.0,14.0,-347.0,-333.0
23:27:00,2018-08-16 09:33:16,12,-342.5,-3,19.5,-3,-15.0,14.0,-338.0,-324.0
23:27:05,2018-08-16 09:33:22,12,-333.5,-3,33.75,-6,-21.0,47.75,-320.75,-273.0
23:27:07,2018-08-16 09:33:26,12,-333.5,-3,51.75,-3,4.5,43.25,-277.25,-234.0
23:27:08,2018-08-16 09:33:30,12,-336.5,-3,51.75,-3,4.5,43.25,-280.25,-237.0
23:27:09,2018-08-16 09:33:30,12,-336.5,-3,60.75,-3,-10.5,43.25,-286.25,-243.0
23:27:10,2018-08-16 09:33:32,12,-336.5,-3,75.75,-3,-10.5,43.25,-271.25,-228.0
23:27:15,2018-08-16 09:33:33,12,-417.5,-3,78.75,-3,-7.5,43.25,-346.25,-303.0
23:27:17,2018-08-16 09:33:36,12,-405.5,-3,81.75,-6,-19.5,43.25,-343.25,-300.0
23:27:19,2018-08-16 09:33:39,12,-405.5,-3,84.75,-6,-19.5,43.25,-340.25,-297.0
23:27:20,2018-08-16 09:33:39,12,-405.5,-3,81.75,-6,-19.5,43.25,-343.25,-300.0
23:27:21,2018-08-16 09:33:44,12,-405.5,-3,90.75,-6,-19.5,43.25,-334.25,-291.0
23:27:26,2018-08-16 09:33:44,12,-405.5,-3,96.75,-6,-22.5,43.25,-331.25,-288.0
23:27:27,2018-08-16 09:33:49,12,-405.5,-3,96.75,-9,-28.5,43.25,-337.25,-294.0
23:27:28,2018-08-16 09:33:50,12,-405.5,-3,96.75,-9,-28.5,43.25,-337.25,-294.0
23:27:29,2018-08-16 09:33:50,12,-405.5,-3,96.75,-9,-28.5,43.25,-337.25,-294.0
23:27:30,2018-08-16 09:33:52,12,-405.5,-3,90.75,-9,-37.5,43.25,-352.25,-309.0
23:27:32,2018-08-16 09:33:52,12,-405.5,-6,87.75,-9,-37.5,43.25,-355.25,-312.0
23:27:33,2018-08-16 09:33:55,12,-405.5,-6,87.75,-9,-37.5,43.25,-355.25,-312.0
23:27:34,2018-08-16 09:33:55,12,-417.5,-6,87.75,-9,-37.5,43.25,-367.25,-324.0
23:27:35,2018-08-16 09:33:55,12,-417.5,-6,87.75,-9,-37.5,43.25,-367.25,-324.0
23:27:36,2018-08-16 09:33:58,12,-501.5,-6,87.75,-9,-37.5,43.25,-451.25,-408.0
23:27:38,2018-08-16 09:33:58,12,-483.5,-6,87.75,-9,-37.5,43.25,-433.25,-390.0
23:27:39,2018-08-16 09:33:59,12,-486.5,-6,87.75,-9,-37.5,43.25,-436.25,-393.0
23:27:42,2018-08-16 09:34:03,12,-501.5,-6,69.75,-6,29.0,39.75,-402.75,-363.0
23:27:45,2018-08-16 09:34:05,12,-498.5,-6,93.75,-6,29.0,39.75,-375.75,-336.0
23:27:49,2018-08-16 09:34:07,15,-507.5,-6,57.75,-6,-43.0,39.75,-492.75,-453.0
23:27:53,2018-08-16 09:34:11,15,-567.5,-9,81.75,-6,-49.0,39.75,-534.75,-495.0
23:27:55,2018-08-16 09:34:15,15,-567.5,-9,54.75,-6,-49.0,39.75,-561.75,-522.0
23:27:57,2018-08-16 09:34:17,15,-564.5,-9,45.75,-6,-46.0,39.75,-564.75,-525.0
23:28:02,2018-08-16 09:34:19,12,-418.0,-9,63.75,-6,-13.0,-58.75,-367.25,-426.0
23:28:03,2018-08-16 09:34:24,12,-418.0,-9,60.75,-6,-13.0,-58.75,-370.25,-429.0
23:28:06,2018-08-16 09:34:26,12,-418.0,-9,54.75,-3,5.5,-47.25,-357.75,-405.0
