wall_time,sim_time,symbol,event,side,price,lots,detail
18:17:01,2018-08-16 09:30:32,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:01,2018-08-16 09:30:32,CS2,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:01,2018-08-16 09:30:32,CS3,SUBMIT,BUY,99.88,3,bid+1tick=99.88 spread=0.1300 pos=+0L
18:17:01,2018-08-16 09:30:32,CS3,SUBMIT,SELL,99.99,3,ask-1tick=99.99 spread=0.1300 pos=+0L
18:17:01,2018-08-16 09:30:32,CS3,STATUS,,,,bid=99.88(NEW) ask=99.99(NEW) spread=0.1300 pos=+0L
18:17:03,2018-08-16 09:30:32,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:03,2018-08-16 09:30:32,CS2,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:03,2018-08-16 09:30:32,CS3,CANCEL,BUY,99.88,,outside spread bid=99.88 ask=99.99
18:17:03,2018-08-16 09:30:32,CS3,CANCEL,SELL,99.99,,outside spread bid=99.88 ask=99.99
18:17:04,2018-08-16 09:30:32,CS3,SUBMIT,BUY,99.88,3,bid+1tick=99.88 spread=0.1300 pos=+0L
18:17:04,2018-08-16 09:30:32,CS3,SUBMIT,SELL,99.99,3,ask-1tick=99.99 spread=0.1300 pos=+0L
18:17:04,2018-08-16 09:30:32,CS3,STATUS,,,,bid=99.88(NEW) ask=99.99(NEW) spread=0.1300 pos=+0L
18:17:05,2018-08-16 09:30:36,CS1,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:05,2018-08-16 09:30:36,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:05,2018-08-16 09:30:36,CS3,CANCEL,BUY,99.88,,outside spread bid=99.93 ask=99.99
18:17:05,2018-08-16 09:30:36,CS3,CANCEL,SELL,99.99,,outside spread bid=99.93 ask=99.99
18:17:06,2018-08-16 09:30:36,CS3,SUBMIT,BUY,99.94,3,bid+1tick=99.94 spread=0.0700 pos=+0L
18:17:06,2018-08-16 09:30:36,CS3,SUBMIT,SELL,99.99,3,ask-1tick=99.99 spread=0.0700 pos=+0L
18:17:06,2018-08-16 09:30:36,CS3,STATUS,,,,bid=99.94(NEW) ask=99.99(NEW) spread=0.0700 pos=+0L
18:17:07,2018-08-16 09:30:38,CS1,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:07,2018-08-16 09:30:38,CS2,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:07,2018-08-16 09:30:38,CS3,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:09,2018-08-16 09:30:39,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:09,2018-08-16 09:30:39,CS2,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
18:17:09,2018-08-16 09:30:39,CS3,SPREAD_TIGHT,,,,spread=0.0500 < 0.05 — cancelling
18:17:11,2018-08-16 09:30:42,CS1,SPREAD_TIGHT,,,,spread=0.0500 < 0.05 — cancelling
18:17:11,2018-08-16 09:30:42,CS2,SUBMIT,BUY,100.18,3,bid+1tick=100.18 spread=0.0700 pos=+0L
18:17:11,2018-08-16 09:30:42,CS2,SUBMIT,SELL,100.23,3,ask-1tick=100.23 spread=0.0700 pos=+0L
18:17:11,2018-08-16 09:30:42,CS2,STATUS,,,,bid=100.18(NEW) ask=100.23(NEW) spread=0.0700 pos=+0L
18:17:11,2018-08-16 09:30:42,CS3,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:13,2018-08-16 09:30:44,CS1,SPREAD_TIGHT,,,,spread=0.0500 < 0.05 — cancelling
18:17:13,2018-08-16 09:30:44,CS2,CANCEL,SELL,100.23,,outside spread bid=100.17 ask=100.23
18:17:14,2018-08-16 09:30:44,CS2,SUBMIT,BUY,100.18,3,bid+1tick=100.18 spread=0.0600 pos=+3L
18:17:14,2018-08-16 09:30:44,CS2,SUBMIT,SELL,100.22,3,ask-1tick=100.22 spread=0.0600 pos=+3L
18:17:14,2018-08-16 09:30:44,CS2,STATUS,,,,bid=100.18(NEW) ask=100.22(NEW) spread=0.0600 pos=+3L
18:17:14,2018-08-16 09:30:44,CS3,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
18:17:15,2018-08-16 09:30:46,CS1,SPREAD_TIGHT,,,,spread=0.0500 < 0.05 — cancelling
18:17:15,2018-08-16 09:30:46,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:16,2018-08-16 09:30:47,CS3,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:17,2018-08-16 09:30:47,CS1,SPREAD_TIGHT,,,,spread=0.0500 < 0.05 — cancelling
18:17:17,2018-08-16 09:30:47,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:18,2018-08-16 09:30:47,CS3,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:20,2018-08-16 09:30:50,CS1,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:20,2018-08-16 09:30:50,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:20,2018-08-16 09:30:51,CS3,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:22,2018-08-16 09:30:53,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:22,2018-08-16 09:30:53,CS2,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:22,2018-08-16 09:30:53,CS3,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
18:17:24,2018-08-16 09:30:53,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:24,2018-08-16 09:30:53,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:24,2018-08-16 09:30:55,CS3,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:26,2018-08-16 09:30:56,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:26,2018-08-16 09:30:56,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:26,2018-08-16 09:30:56,CS3,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:28,2018-08-16 09:30:58,CS1,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
18:17:28,2018-08-16 09:30:58,CS2,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
18:17:28,2018-08-16 09:30:58,CS3,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
18:17:30,2018-08-16 09:31:01,CS1,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
