wall_time,sim_time,symbol,event,side,price,lots,detail
11:33:54,2018-08-16 09:30:41,CS1,MM_SUSPENDED,,,,warming up
11:33:54,2018-08-16 09:30:41,CS2,MM_SUSPENDED,,,,warming up
11:33:55,2018-08-16 09:30:42,CS2,ARB_DETECT,,200.17/196.24,50,agg_bid=96L agg_ask=202L submitting=50L
11:33:55,2018-08-16 09:30:42,CS2,ARB_SUBMIT,BOTH,,50,buy_id=e38ab148 sell_id=91dc6b72
11:33:56,2018-08-16 09:30:42,CS2,ARB_DETECT,,200.17/196.24,50,agg_bid=96L agg_ask=202L submitting=50L
11:33:56,2018-08-16 09:30:42,CS2,ARB_SUBMIT,BOTH,,50,buy_id=5262fd32 sell_id=4f9ae936
11:33:56,2018-08-16 09:30:42,CS1,MM_SUSPENDED,,,,warming up
11:33:56,2018-08-16 09:30:42,CS2,MM_SUSPENDED,,,,warming up
11:33:56,2018-08-16 09:30:43,CS2,ARB_DETECT,,200.17/196.24,50,agg_bid=96L agg_ask=202L submitting=50L
11:33:56,2018-08-16 09:30:43,CS2,ARB_SUBMIT,BOTH,,50,buy_id=91f55049 sell_id=f371a70c
11:33:57,2018-08-16 09:30:44,CS2,ARB_DETECT,,200.17/196.25,50,agg_bid=96L agg_ask=240L submitting=50L
11:33:57,2018-08-16 09:30:44,CS2,ARB_SUBMIT,BOTH,,50,buy_id=c55bf79a sell_id=c76b11e9
11:33:57,2018-08-16 09:30:45,CS2,ARB_DETECT,,200.17/197.67,16,agg_bid=16L agg_ask=219L submitting=16L
11:33:57,2018-08-16 09:30:45,CS2,ARB_SUBMIT,BOTH,,16,buy_id=3ed0bb2c sell_id=afc8c570
11:33:58,2018-08-16 09:30:45,CS1,MM_SUSPENDED,,,,warming up
11:33:58,2018-08-16 09:30:45,CS2,MM_SUSPENDED,,,,warming up
11:34:00,2018-08-16 09:30:48,CS1,MM_SUSPENDED,,,,warming up
11:34:00,2018-08-16 09:30:48,CS2,MM_SUSPENDED,,,,warming up
11:34:02,2018-08-16 09:30:50,CS1,MM_SUSPENDED,,,,warming up
11:34:02,2018-08-16 09:30:50,CS2,MM_SUSPENDED,,,,warming up
11:34:03,2018-08-16 09:30:52,CS1,ARB_DETECT,,102.0/100.02,99,agg_bid=444L agg_ask=263L submitting=99L
11:34:03,2018-08-16 09:30:52,CS1,ARB_SUBMIT,BOTH,,99,buy_id=8f226c7c sell_id=8e769e32
11:34:04,2018-08-16 09:30:52,CS1,ARB_DETECT,,102.0/100.02,99,agg_bid=444L agg_ask=263L submitting=99L
11:34:04,2018-08-16 09:30:52,CS1,ARB_SUBMIT,BOTH,,99,buy_id=f8105cff sell_id=416079f9
11:34:04,2018-08-16 09:30:52,CS2,ARB_DETECT,,196.23/195.83,51,agg_bid=86L agg_ask=80L submitting=51L
11:34:04,2018-08-16 09:30:52,CS2,ARB_SUBMIT,BOTH,,51,buy_id=947ec4a9 sell_id=4a08982a
11:34:04,2018-08-16 09:30:53,CS1,MM_SUSPENDED,,,,warming up
11:34:04,2018-08-16 09:30:53,CS2,MM_SUSPENDED,,,,warming up
11:34:04,2018-08-16 09:30:53,CS1,ARB_DETECT,,102.0/100.02,99,agg_bid=432L agg_ask=242L submitting=99L
11:34:04,2018-08-16 09:30:53,CS1,ARB_SUBMIT,BOTH,,99,buy_id=463cc8eb sell_id=38ad2e0f
11:34:04,2018-08-16 09:30:53,CS2,ARB_FILLED,SELL,196.2282,50,fully filled
11:34:04,2018-08-16 09:30:53,CS2,ARB_DETECT,,196.22/195.84,40,agg_bid=40L agg_ask=47L submitting=40L
11:34:04,2018-08-16 09:30:53,CS2,ARB_SUBMIT,BOTH,,40,buy_id=1f97b2ef sell_id=6db9d841
11:34:05,2018-08-16 09:30:54,CS1,ARB_DETECT,,102.0/100.02,99,agg_bid=383L agg_ask=242L submitting=99L
11:34:05,2018-08-16 09:30:54,CS1,ARB_SUBMIT,BOTH,,99,buy_id=77d71405 sell_id=33153346
11:34:05,2018-08-16 09:30:54,CS2,ARB_DETECT,,196.22/195.85,31,agg_bid=40L agg_ask=31L submitting=31L
11:34:05,2018-08-16 09:30:54,CS2,ARB_SUBMIT,BOTH,,31,buy_id=7118c7af sell_id=b0792f08
