sim_time,order_id,symbol,side,executed_price,executed_size,order_size,status,exec_timestamp
2024-08-05 09:38:30,66bf4bc9-a77c-4de4-8260-40ef4eb6e441,MSFT,BUY,391.8300,1,100,Status.FILLED,2026-03-26 11:12:14.525471
2024-08-05 09:38:31,6208d285-a9fb-49cc-9c4b-ae23e2276d01,MSFT,BUY,392.0000,2,200,Status.FILLED,2026-03-26 11:12:15.534922
2024-08-05 09:38:32,d8827dbd-c712-4c5e-a05e-047f622400f4,MSFT,BUY,392.2100,1,100,Status.FILLED,2026-03-26 11:12:16.540893
2024-08-05 09:38:33,a4a7ca27-eb52-4dfd-bb35-36d62adb6cf5,MSFT,BUY,392.2000,1,100,Status.FILLED,2026-03-26 11:12:17.548693
2024-08-05 09:38:34,0945b12c-4059-4e9d-a7d8-ed8abf436aa8,MSFT,BUY,392.4100,1,100,Status.FILLED,2026-03-26 11:12:18.553073
2024-08-05 09:38:35,88417138-a8a5-49ec-8e38-594866cff9e3,MSFT,BUY,392.4700,1,100,Status.FILLED,2026-03-26 11:12:19.557317
2024-08-05 09:38:36,3bce604a-45e7-4ca3-b4b2-b1c034fcdfd1,MSFT,BUY,392.4300,1,100,Status.FILLED,2026-03-26 11:12:20.563144
2024-08-05 09:38:37,d465bcf0-0ae2-463e-b3d5-29cb800b8e00,MSFT,BUY,392.5000,1,100,Status.FILLED,2026-03-26 11:12:21.567567
2024-08-05 09:38:38,8e8c09c7-486b-4b39-abf1-6a4c6938181a,MSFT,SELL,392.3800,9,900,Status.FILLED,2026-03-26 11:12:22.572751
2024-08-05 09:41:26,b1bbe4c1-6a22-4b78-bc5d-ac978dd95b44,MSFT,SELL,390.5300,1,100,Status.FILLED,2026-03-26 11:15:12.312505
2024-08-05 09:41:32,b0393006-3ce2-40bd-bb03-47d51b262742,MSFT,BUY,390.5800,1,100,Status.FILLED,2026-03-26 11:15:15.324036
2024-08-05 09:41:35,b1fcb1e1-55b2-45f0-9cc1-a2c30a76f9bb,MSFT,BUY,390.5600,1,100,Status.FILLED,2026-03-26 11:15:18.351283
