sim_time,order_id,symbol,side,executed_price,executed_size,order_size,status,exec_timestamp
2020-10-28 09:30:37,f2691bba-07ac-4be5-b8cc-ea4c0e9899bb,NVDA,BUY,0.0000,2,200,Status.CANCELED,2026-03-26 19:46:48.468713
2020-10-28 09:30:37,f13f94af-58e5-4f11-b82a-2ecf4d7d0abf,NVDA,BUY,530.0600,2,400,Status.FILLED,2026-03-26 19:46:50.494881
2020-10-28 09:30:37,f13f94af-58e5-4f11-b82a-2ecf4d7d0abf,NVDA,BUY,530.0600,1,400,Status.PARTIALLY_FILLED,2026-03-26 19:46:50.494881
2020-10-28 09:30:40,5f4439fe-f216-42d0-aa78-ebbda3327485,NVDA,BUY,0.0000,2,200,Status.CANCELED,2026-03-26 19:46:51.509964
2020-10-28 09:30:42,786eb103-1d5d-4205-91eb-f90c18aa2208,NVDA,BUY,0.0000,4,400,Status.CANCELED,2026-03-26 19:46:53.519801
2020-10-28 09:30:46,5af45591-3ee0-49b6-9de3-11e2a0b431fc,NVDA,SELL,0.0000,4,400,Status.CANCELED,2026-03-26 19:46:56.538125
2020-10-28 09:30:49,38d92cb4-d92e-4c62-b056-0142f88533aa,NVDA,SELL,0.0000,4,400,Status.CANCELED,2026-03-26 19:46:59.560162
2020-10-28 09:30:51,5865882a-5037-4814-b129-f65363c9737d,NVDA,SELL,0.0000,4,400,Status.CANCELED,2026-03-26 19:47:02.578254
2020-10-28 09:30:54,83776d1e-64cf-4fac-9887-16a11f1d6d17,NVDA,SELL,0.0000,3,400,Status.FILLED,2026-03-26 19:47:05.601799
2020-10-28 09:30:54,83776d1e-64cf-4fac-9887-16a11f1d6d17,NVDA,SELL,529.4500,1,400,Status.PARTIALLY_FILLED,2026-03-26 19:47:05.601799
2020-10-28 09:30:54,ec930966-4259-403a-9018-0831f4088175,NVDA,SELL,529.3300,3,400,Status.FILLED,2026-03-26 19:47:07.620503
2020-10-28 09:30:54,ec930966-4259-403a-9018-0831f4088175,NVDA,SELL,529.3300,1,400,Status.PARTIALLY_FILLED,2026-03-26 19:47:07.620503
2020-10-28 09:31:07,5df200e3-8fe8-4a16-992d-eeed5cef39cc,NVDA,BUY,0.0000,1,100,Status.CANCELED,2026-03-26 19:47:16.943606
2020-10-28 09:31:10,4215ab79-a47a-46f8-9b22-fa86449f711c,NVDA,BUY,0.0000,1,100,Status.CANCELED,2026-03-26 19:47:19.991081
2020-10-28 09:31:12,de1616e8-f9d8-45a3-ab5e-d6dd4567f368,NVDA,BUY,0.0000,1,100,Status.CANCELED,2026-03-26 19:47:23.009537
2020-10-28 09:31:15,0cc5ac9c-0465-432b-8b91-a36118001e7b,NVDA,BUY,529.3700,1,100,Status.FILLED,2026-03-26 19:47:25.025686
2020-10-28 09:31:22,38d9dfbd-adc5-46fc-a0c7-7bec25d0878a,NVDA,SELL,528.2100,1,100,Status.FILLED,2026-03-26 19:52:33.864816
2020-10-28 09:31:23,fa70afbe-a79c-4959-98f2-fff0bf98d0b3,NVDA,SELL,528.2100,1,100,Status.FILLED,2026-03-26 19:52:34.884005
2020-10-28 09:31:24,c67ea3c2-8629-4dee-9f67-d2592bfa6c79,NVDA,SELL,528.3700,1,100,Status.FILLED,2026-03-26 19:52:35.892953
2020-10-28 09:31:27,47d10fec-4f10-428f-8211-828d8c3ae814,NVDA,SELL,0.0000,1,100,Status.CANCELED,2026-03-26 19:52:36.897194
2020-10-28 09:31:29,5f9c05ef-78a7-4e7c-bf45-002066d006a1,NVDA,BUY,528.4700,1,300,Status.FILLED,2026-03-26 19:52:40.918267
2020-10-28 09:31:29,5f9c05ef-78a7-4e7c-bf45-002066d006a1,NVDA,BUY,528.4700,2,300,Status.PARTIALLY_FILLED,2026-03-26 19:52:40.918267
2020-10-28 09:31:31,f22f3ea2-0e43-4efa-8278-9e13c37b8e8a,NVDA,SELL,528.6500,1,400,Status.PARTIALLY_FILLED,2026-03-26 19:52:41.926344
2020-10-28 09:31:33,f27c8968-1bed-474c-8e61-1d1705ec09b7,NVDA,BUY,528.6700,1,100,Status.FILLED,2026-03-26 19:52:44.941332
2020-10-28 09:31:36,788c459f-face-4b5e-880d-b8e64856b45a,NVDA,SELL,0.0000,4,400,Status.CANCELED,2026-03-26 19:52:45.951532
