logged_at,order_id,symbol,side,executed_price,executed_size,order_size,status,exec_timestamp
2020-11-02 09:30:54,0e002eef-8393-4b62-be94-d7cc80b00640,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:39.497545
2020-11-02 09:30:54,27fe98f6-941e-40c0-ad25-aaf6f0b14a36,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:40.697530
2020-11-02 09:30:54,a01a891f-95a2-4b97-b5ab-7f27bf8b8395,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:41.696901
2020-11-02 09:30:54,8c7e703c-50f9-48f4-a8ca-90c4fd84c23d,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:42.705531
2020-11-02 09:30:54,24c379cb-31d9-4179-985e-053251cd57cc,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:43.705684
2020-11-02 09:30:54,c236d874-86d0-47ad-bfeb-cf6fb559ce7f,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:44.705157
2020-11-02 09:30:54,c67c5a5a-466a-40a7-a2bb-a97ca126cdca,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:45.709776
2020-11-02 09:30:54,6ae3326c-19d1-4f4c-ac06-c00be07789cd,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:46.706961
2020-11-02 09:30:54,610291c3-07a0-4dbe-b622-7b05c81f1900,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:47.710205
2020-11-02 09:30:54,8383759e-6e06-4fc9-9569-91b9a9a4c7d8,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:11:48.713512
2020-11-02 09:31:54,407575b4-06c7-44f6-b755-da1089ff8f53,GS,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:32.605748
2020-11-02 09:31:54,6d7d1f57-a935-46cf-a798-4f813f4230d2,GS,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:33.805867
2020-11-02 09:31:54,c1377c6f-d1fb-4c51-ad91-ce91966cf436,GS,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:34.811757
2020-11-02 09:31:54,e7e471e7-b26c-4d0d-bf9d-c2e215fb6c06,GS,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:35.810212
2020-11-02 09:31:54,485727cb-2caa-4bd2-ab74-37d2378dcfe1,GS,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:36.810941
2020-11-02 09:31:54,8eb94a4b-92b2-4463-a114-93762b044bb3,GS,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:37.810975
2020-11-02 09:31:54,8ea25f51-ab62-4d1b-9f05-a46dc364f532,GS,SELL,0.0000,2,200,Status.CANCELED,2026-03-25 14:12:52.641880
2020-11-02 09:31:54,98a20f8b-a7ec-462f-a5b0-c3cff01f91cd,GS,SELL,0.0000,1,200,Status.FILLED,2026-03-25 14:12:53.847073
2020-11-02 09:31:54,98a20f8b-a7ec-462f-a5b0-c3cff01f91cd,GS,SELL,190.9200,1,200,Status.PARTIALLY_FILLED,2026-03-25 14:12:53.847073
2020-11-02 09:32:25,08292e19-a975-45d6-b5dd-f3a6224c25c7,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:05.671392
2020-11-02 09:32:25,a4461d71-1726-4666-814c-a0787ce00003,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:06.877645
2020-11-02 09:32:25,e2c1813b-e1f6-41f8-866e-7ffeca035a55,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:07.877835
2020-11-02 09:32:25,78d4990c-b16a-4fb4-b07a-4eabdb9e5490,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:08.881411
2020-11-02 09:32:25,879ae947-ca86-4fd7-806d-9fb621970bdc,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:09.884597
2020-11-02 09:32:25,6aad8203-e16d-45a5-9590-b9f106327774,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:10.897621
2020-11-02 09:32:25,1b9741f9-d0f9-4701-8a3c-5229085e31a6,GS,BUY,0.0000,1,100,Status.CANCELED,2026-03-25 14:13:11.889469
