timestamp,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,bid_price_6,bid_size_6,bid_price_7,bid_size_7,bid_price_8,bid_size_8,bid_price_9,bid_size_9,bid_price_10,bid_size_10,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,ask_price_6,ask_size_6,ask_price_7,ask_size_7,ask_price_8,ask_size_8,ask_price_9,ask_size_9,ask_price_10,ask_size_10
2024-08-05 09:30:26,446.6400,6,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,0.0000,0,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:27,446.6400,7,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,0.0000,0,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:28,446.6400,7,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,0.0000,0,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:29,446.6400,7,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,0.0000,0,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:30,446.6400,9,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,0.0000,0,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:31,446.6600,3,446.6500,3,446.6400,9,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:32,446.6600,5,446.6500,3,446.6400,9,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:33,446.6600,5,446.6500,3,446.6400,9,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,448.8400,6,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:34,446.6600,5,446.6500,3,446.6400,9,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,448.8400,6,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2024-08-05 09:30:35,446.6600,5,446.6500,3,446.6400,9,446.6200,5,446.4400,6,445.1900,4,444.8400,4,444.6500,5,444.0000,4,0.0000,0,448.6900,3,448.8400,5,449.0000,15,452.5100,3,453.5900,2,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
