logged_at,order_id,symbol,side,executed_price,executed_size,order_size,status,exec_timestamp
2024-08-05 09:31:13,b69681b9-6e56-430c-b6e3-e1eeefb2cbbf,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:06.265263
2024-08-05 09:31:13,93ad5db5-9005-4261-8cea-ccbac7628798,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:07.469741
2024-08-05 09:31:13,b26391be-5ea0-493b-abc4-b537ceecccef,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:08.477526
2024-08-05 09:31:13,b096f8ec-20c0-45ee-a900-f55d66bc8f42,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:09.479277
2024-08-05 09:31:13,7a82f3d7-108a-447f-892f-38be1299cfa0,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:10.481623
2024-08-05 09:31:13,937edc2c-467f-4733-8eac-5497122d6094,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:11.484009
2024-08-05 09:31:13,a18994ac-a956-4313-b57f-cceffa8679c4,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:19.298533
2024-08-05 09:31:13,3429b988-26e2-40c3-8ed4-2f5344d9975c,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:20.502526
2024-08-05 09:31:13,f79f595e-cc7f-4023-9526-b6f42dbf78fb,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:21.506263
2024-08-05 09:31:13,32659d9d-b3fd-4015-bad7-fac6f3002368,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:22.501866
2024-08-05 09:31:13,5e71a2d3-a8d2-4aa3-8abc-c47922a43817,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:23.522984
2024-08-05 09:31:13,32f26069-0788-46cd-917f-22b1168f7934,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:24.511214
2024-08-05 09:31:13,5c6e2caf-75d7-4c77-a2df-db5b145f1ebd,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:25.512524
2024-08-05 09:31:13,859be235-ec78-4777-9e18-334d9215a824,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:26.515999
2024-08-05 09:31:13,c9503e40-dce2-4694-8a06-eab6f2d0d5f0,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:27.515919
2024-08-05 09:31:13,b6d74dae-b7a6-460e-a493-d0667d77f384,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:32.533200
2024-08-05 09:31:13,f47a88c0-c130-47ae-8178-6650e09e528f,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:33.531639
2024-08-05 09:31:13,73613fc2-02a4-480d-8cfd-ff58c74c1f6a,AMZN,BUY,0.0000,2,200,Status.CANCELED,2026-03-25 21:28:34.536572
