sim_time,order_id,symbol,side,executed_price,executed_size,order_size,status,exec_timestamp
2020-10-29 09:31:42,bef46e74-ac48-43d4-aec0-3c980a0f5f1a,NVDA,SELL,0.0000,1,100,Status.CANCELED,2026-03-26 22:36:55.011578
2020-10-29 09:31:42,429af746-42c9-4c45-aaa0-b06a59cf6fea,NVDA,BUY,514.2300,1,200,Status.FILLED,2026-03-26 22:37:12.126916
2020-10-29 09:31:42,429af746-42c9-4c45-aaa0-b06a59cf6fea,NVDA,BUY,514.2300,1,200,Status.PARTIALLY_FILLED,2026-03-26 22:37:12.126916
2020-10-29 09:31:43,157ce1d4-e089-4bd3-ad46-2810d5c19937,NVDA,BUY,513.9900,1,100,Status.FILLED,2026-03-26 22:37:13.194202
2020-10-29 09:31:45,2b878b02-0ef0-421e-80a2-5705aa25b3e5,NVDA,BUY,514.0000,1,100,Status.FILLED,2026-03-26 22:37:14.200263
2020-10-29 09:31:46,7f6cb875-8411-404d-860b-2c225ef640c9,NVDA,SELL,513.3500,2,400,Status.PARTIALLY_FILLED,2026-03-26 22:37:15.414058
2020-10-29 09:31:47,aa957429-b8a7-4236-8ad8-b07554a71cae,NVDA,SELL,513.3400,2,200,Status.FILLED,2026-03-26 22:37:16.419917
2020-10-29 09:31:51,19cc2469-fc3b-408a-99f0-0c9bb325d7db,NVDA,SELL,0.0000,2,200,Status.CANCELED,2026-03-26 22:37:17.423091
2020-10-29 09:31:52,f1b680c1-0316-4d4b-a8e9-37a5eaa2bb57,NVDA,SELL,513.2100,1,200,Status.PARTIALLY_FILLED,2026-03-26 22:37:20.444716
2020-10-29 09:31:56,b3c5ad31-023c-4f8e-977e-86e97bdaded6,NVDA,SELL,0.0000,3,300,Status.CANCELED,2026-03-26 22:37:22.459480
2020-10-29 09:31:57,bdc48fdf-8929-4493-977d-0a95d065e8bf,NVDA,SELL,513.2600,1,500,Status.PARTIALLY_FILLED,2026-03-26 22:37:25.476284
2020-10-29 09:31:58,0e9b351e-c31f-4065-b5cd-6d682513a184,NVDA,BUY,513.4900,1,300,Status.PARTIALLY_FILLED,2026-03-26 22:37:26.482918
2020-10-29 09:31:59,9fabc741-9119-4908-b668-167cb55bcbaa,NVDA,SELL,513.1500,1,100,Status.FILLED,2026-03-26 22:37:28.499591
2020-10-29 09:32:01,bd5a0208-7634-41dc-83b8-9e2b0c475b8c,NVDA,BUY,513.2600,6,600,Status.FILLED,2026-03-26 22:37:29.504082
2020-10-29 09:32:01,4e0a176d-3b96-4078-bc1e-19130a4d34a8,NVDA,BUY,513.7900,5,500,Status.FILLED,2026-03-26 22:37:31.515115
2020-10-29 09:32:04,ed4bbd40-d990-4e74-b412-f8d2e61c0f9b,NVDA,BUY,513.8500,1,100,Status.FILLED,2026-03-26 22:37:32.523830
2020-10-29 09:32:05,3b341751-4b5c-4f17-a216-e7c187b252c1,NVDA,BUY,514.3100,1,100,Status.FILLED,2026-03-26 22:37:34.533024
2020-10-29 09:32:06,39e0b9ae-9041-4b0c-bc10-045b23155658,NVDA,BUY,514.3200,1,100,Status.FILLED,2026-03-26 22:37:35.541848
2020-10-29 09:32:07,fce90704-c9b5-4c98-8542-0a2aa72acf84,NVDA,BUY,514.0600,1,100,Status.FILLED,2026-03-26 22:37:36.545723
2020-10-29 09:32:08,8c74a710-f0d2-4736-bf80-3c6560364e98,NVDA,BUY,514.2800,1,100,Status.FILLED,2026-03-26 22:37:37.554829
2020-10-29 09:32:09,f87c644d-dca1-4404-8ae7-9b0d61658333,NVDA,BUY,514.2000,1,100,Status.FILLED,2026-03-26 22:37:38.561967
2020-10-29 09:32:11,2b6f00fc-15c7-419e-aefd-5dd4aca034e5,NVDA,BUY,514.3600,1,100,Status.FILLED,2026-03-26 22:37:39.574510
2020-10-29 09:32:12,ae847b8f-2b7d-4a23-a78e-5681155a7b53,NVDA,BUY,514.4100,1,100,Status.FILLED,2026-03-26 22:37:41.586191
2020-10-29 09:32:13,326ed8f3-d528-49f5-93d1-832c76971989,NVDA,BUY,514.4800,1,100,Status.FILLED,2026-03-26 22:37:42.592422
2020-10-29 09:32:14,319e617b-19ee-476b-840d-5478d2102415,NVDA,BUY,514.5700,1,100,Status.FILLED,2026-03-26 22:37:43.601442
2020-10-29 09:32:15,4d22eda3-f9a1-4ad4-b60f-084d34356445,NVDA,BUY,514.5700,1,100,Status.FILLED,2026-03-26 22:37:44.608490
2020-10-29 09:32:16,0b22b922-5d37-43c4-8b60-cecf6e179cee,NVDA,SELL,514.2500,1,800,Status.PARTIALLY_FILLED,2026-03-26 22:37:45.624326
2020-10-29 09:32:17,4fc52df4-6cb8-415c-a3d0-443ba4eb96ec,NVDA,SELL,513.8100,1,800,Status.PARTIALLY_FILLED,2026-03-26 22:37:46.633981
2020-10-29 09:32:27,3d7d1aef-2f0d-4c47-bf58-888ec7becd4a,NVDA,SELL,512.8200,1,500,Status.FILLED,2026-03-26 22:37:51.663105
