timestamp,price,size
2018-08-16 09:30:29,99.8400,44
2018-08-16 09:30:30,99.8400,19
2018-08-16 09:30:31,99.8400,19
2018-08-16 09:30:32,99.8400,19
2018-08-16 09:30:34,99.8100,29
2018-08-16 09:30:35,99.9500,84
2018-08-16 09:30:36,99.9500,2
2018-08-16 09:30:39,99.9500,79
2018-08-16 09:30:40,99.9500,79
2018-08-16 09:30:42,99.9500,79
2018-08-16 09:30:44,99.9500,79
2018-08-16 09:30:45,99.9600,42
2018-08-16 09:30:48,99.9600,42
2018-08-16 09:30:50,99.9600,42
2018-08-16 09:30:51,99.9600,42
2018-08-16 09:30:52,100.0000,12
2018-08-16 09:30:53,100.0000,12
2018-08-16 09:30:54,100.0000,12
2018-08-16 09:30:55,99.9200,44
2018-08-16 09:30:57,99.8900,1
2018-08-16 09:30:58,99.8900,1
2018-08-16 09:30:59,99.8900,1
2018-08-16 09:31:00,99.9900,44
2018-08-16 09:31:02,100.0200,14
2018-08-16 09:31:04,100.0400,14
2018-08-16 09:31:06,100.0400,14
2018-08-16 09:31:10,100.0400,14
2018-08-16 09:31:14,100.0400,14
2018-08-16 09:31:15,100.0400,14
2018-08-16 09:31:18,100.0100,35
2018-08-16 09:31:20,99.9600,70
2018-08-16 09:31:21,100.0400,16
2018-08-16 09:31:23,100.0400,16
2018-08-16 09:31:24,100.0400,16
2018-08-16 09:31:26,100.0400,1
2018-08-16 09:31:27,100.0300,46
2018-08-16 09:31:29,100.0400,25
2018-08-16 09:31:30,100.0200,2
2018-08-16 09:31:31,100.0400,51
2018-08-16 09:31:34,100.0200,51
2018-08-16 09:31:35,99.9600,102
2018-08-16 09:31:36,99.9600,4
2018-08-16 09:31:37,99.9600,4
2018-08-16 09:31:38,99.9600,4
2018-08-16 09:31:40,99.9300,22
2018-08-16 09:31:41,99.9300,22
2018-08-16 09:31:42,99.9300,22
2018-08-16 09:31:43,99.9300,22
2018-08-16 09:31:44,99.9300,22
2018-08-16 09:31:45,100.0400,23
2018-08-16 09:31:46,100.0500,51
2018-08-16 09:31:48,100.0500,51
2018-08-16 09:31:50,100.0300,67
2018-08-16 09:31:51,100.0400,27
2018-08-16 09:31:52,100.0500,26
2018-08-16 09:31:53,100.0300,27
2018-08-16 09:31:55,100.0100,87
2018-08-16 09:31:56,100.0100,87
2018-08-16 09:31:57,100.0100,87
2018-08-16 09:31:58,99.9900,32
2018-08-16 09:31:59,99.9900,17
2018-08-16 09:32:00,99.9900,17
2018-08-16 09:32:01,99.9200,25
2018-08-16 09:32:02,99.9200,25
2018-08-16 09:32:03,99.9200,25
2018-08-16 09:32:04,99.8900,120
2018-08-16 09:32:05,99.8900,120
2018-08-16 09:32:10,99.8900,90
2018-08-16 09:32:13,99.9200,2
2018-08-16 09:32:15,99.9900,30
2018-08-16 09:32:16,100.0100,52
2018-08-16 09:32:20,100.0100,52
2018-08-16 09:32:23,99.9900,52
2018-08-16 09:32:24,99.9800,52
2018-08-16 09:32:25,100.0100,4
2018-08-16 09:32:27,99.8900,2
2018-08-16 09:32:28,99.9400,43
2018-08-16 09:32:30,99.9400,43
2018-08-16 09:32:31,99.9400,43
2018-08-16 09:32:32,99.8900,41
2018-08-16 09:32:34,99.8900,41
2018-08-16 09:32:36,99.9200,14
2018-08-16 09:32:39,99.8800,60
2018-08-16 09:32:40,99.8600,36
