wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,cs3_pos_lots,cs3_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
09:45:25,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
09:45:26,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
09:45:28,2018-08-16 09:30:21,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
09:45:38,2018-08-16 09:30:31,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
09:45:39,2018-08-16 09:30:32,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
09:45:40,2018-08-16 09:30:33,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0
09:45:42,2018-08-16 09:30:33,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:43,2018-08-16 09:30:36,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:44,2018-08-16 09:30:36,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:45,2018-08-16 09:30:37,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:46,2018-08-16 09:30:37,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:47,2018-08-16 09:30:39,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:48,2018-08-16 09:30:39,0,0.0,0,0.0,1,3.0,0.0,3.0,3.0
09:45:49,2018-08-16 09:30:39,0,0.0,0,0.0,1,3.0,0.0,3.0,3.0
09:45:50,2018-08-16 09:30:43,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:51,2018-08-16 09:30:43,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:52,2018-08-16 09:30:43,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:53,2018-08-16 09:30:43,0,0.0,0,0.0,1,2.0,0.0,2.0,2.0
09:45:54,2018-08-16 09:30:47,-3,-3.0,0,0.0,1,1.0,0.0,-2.0,-2.0
09:45:55,2018-08-16 09:30:48,-3,-3.0,0,0.0,1,1.0,0.0,-2.0,-2.0
09:45:56,2018-08-16 09:30:49,-3,-3.0,0,0.0,1,2.0,0.0,-1.0,-1.0
09:45:58,2018-08-16 09:30:49,-3,-3.0,0,0.0,1,-2.0,0.0,-5.0,-5.0
09:45:59,2018-08-16 09:30:51,-3,-3.0,0,0.0,1,2.0,0.0,-1.0,-1.0
09:46:00,2018-08-16 09:30:52,-3,-3.0,0,0.0,-2,-0.0,8.0,-3.0,5.0
09:46:01,2018-08-16 09:30:53,-3,-3.0,0,0.0,-5,10.0,8.0,7.0,15.0
09:46:02,2018-08-16 09:30:55,-3,-4.0,0,0.0,-5,10.0,8.0,6.0,14.0
09:46:03,2018-08-16 09:30:55,-3,-4.0,0,0.0,-5,10.0,8.0,6.0,14.0
09:46:04,2018-08-16 09:30:56,-3,-15.0,0,0.0,-5,25.0,8.0,10.0,18.0
09:46:05,2018-08-16 09:30:56,-3,-15.0,0,0.0,-5,35.0,8.0,20.0,28.0
09:46:06,2018-08-16 09:30:56,-3,-15.0,-3,-12.0,-5,35.0,8.0,8.0,16.0
09:46:07,2018-08-16 09:30:59,-3,-15.0,-3,-9.0,-5,35.0,8.0,11.0,19.0
09:46:08,2018-08-16 09:31:01,-3,-15.0,-3,-12.0,-5,35.0,8.0,8.0,16.0
09:46:09,2018-08-16 09:31:01,-3,-15.0,-3,-12.0,-5,38.0,8.0,11.0,19.0
09:46:11,2018-08-16 09:31:02,-3,-15.0,-3,3.0,-2,14.0,47.0,2.0,49.0
09:46:12,2018-08-16 09:31:03,-6,-21.0,-3,-12.0,-2,16.0,47.0,-17.0,30.0
09:46:13,2018-08-16 09:31:06,-6,-6.0,0,0.0,-2,16.0,50.0,10.0,60.0
09:46:14,2018-08-16 09:31:07,-6,15.0,0,0.0,1,-1.0,76.0,14.0,90.0
09:46:15,2018-08-16 09:31:08,-6,15.0,0,0.0,1,-3.0,76.0,12.0,88.0
09:46:16,2018-08-16 09:31:08,-6,18.0,0,0.0,1,-3.0,76.0,15.0,91.0
09:46:17,2018-08-16 09:31:10,-3,34.5,-3,-9.0,1,-2.0,107.5,23.5,131.0
09:46:18,2018-08-16 09:31:11,-3,31.5,-3,6.0,4,-6.0,107.5,31.5,139.0
09:46:19,2018-08-16 09:31:12,-3,25.5,-3,-9.0,4,-6.0,107.5,10.5,118.0
09:46:20,2018-08-16 09:31:12,-3,28.5,-3,-9.0,4,-6.0,107.5,13.5,121.0
09:46:21,2018-08-16 09:31:12,-3,28.5,-3,-9.0,4,-3.0,107.5,16.5,124.0
09:46:22,2018-08-16 09:31:15,-3,25.5,-3,-9.0,1,3.5,115.0,20.0,135.0
09:46:23,2018-08-16 09:31:16,-3,25.5,-3,-9.0,1,-1.5,115.0,15.0,130.0
09:46:24,2018-08-16 09:31:17,-3,25.5,-3,-24.0,1,-1.5,115.0,0.0,115.0
09:46:25,2018-08-16 09:31:17,-3,25.5,-3,-9.0,1,4.5,115.0,21.0,136.0
09:46:26,2018-08-16 09:31:19,-3,25.5,-3,-9.0,1,4.5,115.0,21.0,136.0
09:46:27,2018-08-16 09:31:20,-3,25.5,-3,-9.0,1,-1.5,115.0,15.0,130.0
09:46:28,2018-08-16 09:31:21,-3,19.5,-3,-9.0,1,0.5,115.0,11.0,126.0
09:46:30,2018-08-16 09:31:21,-3,19.5,-3,-9.0,1,0.5,115.0,11.0,126.0
09:46:31,2018-08-16 09:31:23,-3,19.5,-3,-9.0,1,0.5,115.0,11.0,126.0
09:46:32,2018-08-16 09:31:24,-3,19.5,-3,-9.0,1,-2.5,115.0,8.0,123.0
09:46:33,2018-08-16 09:31:25,-3,19.5,-3,-9.0,1,-2.5,115.0,8.0,123.0
09:46:34,2018-08-16 09:31:26,-3,25.5,-3,0.0,1,-3.5,115.0,22.0,137.0
09:46:35,2018-08-16 09:31:27,-3,25.5,-3,0.0,1,-3.5,115.0,22.0,137.0
09:46:36,2018-08-16 09:31:27,-3,28.5,-3,0.0,1,-2.5,115.0,26.0,141.0
09:46:37,2018-08-16 09:31:29,-3,28.5,-3,-6.0,1,-2.5,115.0,20.0,135.0
09:46:38,2018-08-16 09:31:29,-3,28.5,-3,-3.0,1,-3.5,115.0,22.0,137.0
09:46:39,2018-08-16 09:31:31,-3,28.5,-3,9.0,1,-3.5,115.0,34.0,149.0
09:46:40,2018-08-16 09:31:33,-3,28.5,-3,9.0,1,-3.5,115.0,34.0,149.0
09:46:41,2018-08-16 09:31:33,-3,31.5,-3,9.0,1,-9.5,115.0,31.0,146.0
09:46:42,2018-08-16 09:31:33,-3,31.5,-3,9.0,1,-9.5,115.0,31.0,146.0
09:46:43,2018-08-16 09:31:33,-3,28.5,-3,9.0,1,-9.5,115.0,28.0,143.0
09:46:44,2018-08-16 09:31:36,-3,37.5,-3,9.0,1,-9.5,115.0,37.0,152.0
09:46:45,2018-08-16 09:31:36,-3,37.5,-3,9.0,1,-9.5,115.0,37.0,152.0
09:46:46,2018-08-16 09:31:38,-3,37.5,-3,15.0,1,-9.5,115.0,43.0,158.0
09:46:47,2018-08-16 09:31:39,-3,28.5,-3,15.0,1,-7.5,115.0,36.0,151.0
09:46:48,2018-08-16 09:31:39,-3,25.5,-3,18.0,1,-7.5,115.0,36.0,151.0
09:46:49,2018-08-16 09:31:42,-3,25.5,-3,9.0,1,-1.5,133.0,33.0,166.0
09:46:50,2018-08-16 09:31:42,-3,25.5,-3,12.0,1,-1.5,133.0,36.0,169.0
09:46:51,2018-08-16 09:31:42,-3,25.5,-3,15.0,1,-1.5,133.0,39.0,172.0
09:46:52,2018-08-16 09:31:44,-3,25.5,-6,-6.0,1,-1.5,133.0,18.0,151.0
09:46:53,2018-08-16 09:31:45,-3,22.5,-6,-6.0,1,-1.5,133.0,15.0,148.0
09:46:54,2018-08-16 09:31:46,-3,28.5,-6,-3.0,1,-1.5,133.0,24.0,157.0
09:46:56,2018-08-16 09:31:46,-3,28.5,-6,-3.0,1,-1.5,133.0,24.0,157.0
09:46:57,2018-08-16 09:31:49,-3,22.5,-3,24.0,1,-1.5,157.0,45.0,202.0
09:46:58,2018-08-16 09:31:49,-3,22.5,-3,24.0,1,-1.5,157.0,45.0,202.0
09:46:59,2018-08-16 09:31:51,-3,25.5,-3,24.0,1,-10.5,157.0,39.0,196.0
09:47:00,2018-08-16 09:31:51,-3,25.5,-3,24.0,1,-10.5,157.0,39.0,196.0
09:47:01,2018-08-16 09:31:53,-3,25.5,-3,24.0,1,-1.5,157.0,48.0,205.0
09:47:02,2018-08-16 09:31:54,-3,25.5,-3,24.0,1,-1.5,157.0,48.0,205.0
09:47:03,2018-08-16 09:31:55,-3,22.5,-3,9.0,1,-1.5,157.0,30.0,187.0
09:47:04,2018-08-16 09:31:56,-3,22.5,-3,9.0,1,-1.5,157.0,30.0,187.0
09:47:05,2018-08-16 09:31:57,-3,22.5,-3,30.0,1,-1.5,157.0,51.0,208.0
09:47:06,2018-08-16 09:31:59,-3,22.5,-3,33.0,1,-1.5,157.0,54.0,211.0
09:47:07,2018-08-16 09:31:59,-3,22.5,-3,33.0,1,-1.5,157.0,54.0,211.0
09:47:08,2018-08-16 09:31:59,0,0.0,-3,33.0,1,-1.5,191.5,31.5,223.0
09:47:09,2018-08-16 09:32:01,0,0.0,-3,36.0,1,-1.5,191.5,34.5,226.0
09:47:10,2018-08-16 09:32:02,0,0.0,-3,36.0,1,-1.5,191.5,34.5,226.0
09:47:11,2018-08-16 09:32:02,0,0.0,-3,36.0,1,-1.5,191.5,34.5,226.0
09:47:12,2018-08-16 09:32:02,0,0.0,-3,36.0,1,-1.5,191.5,34.5,226.0
09:47:13,2018-08-16 09:32:02,0,0.0,-3,36.0,1,-1.5,191.5,34.5,226.0
09:47:14,2018-08-16 09:32:06,3,-12.0,-3,39.0,1,-1.5,191.5,25.5,217.0
09:47:15,2018-08-16 09:32:06,3,-12.0,-3,39.0,1,-1.5,191.5,25.5,217.0
09:47:16,2018-08-16 09:32:09,3,-13.0,0,0.0,1,-1.5,245.5,-14.5,231.0
09:47:17,2018-08-16 09:32:09,3,-6.0,0,0.0,1,-1.5,245.5,-7.5,238.0
09:47:18,2018-08-16 09:32:10,3,-6.0,0,0.0,1,-1.5,245.5,-7.5,238.0
09:47:19,2018-08-16 09:32:12,3,-9.0,0,0.0,1,-1.5,245.5,-10.5,235.0
09:47:20,2018-08-16 09:32:13,0,0.0,-3,-3.0,1,0.5,245.5,-2.5,243.0
09:47:21,2018-08-16 09:32:13,0,0.0,-3,-3.0,1,0.5,245.5,-2.5,243.0
09:47:22,2018-08-16 09:32:13,0,0.0,-3,-3.0,1,0.5,245.5,-2.5,243.0
09:47:23,2018-08-16 09:32:16,0,0.0,-3,9.0,1,0.5,245.5,9.5,255.0
09:47:24,2018-08-16 09:32:16,0,0.0,-3,12.0,1,0.5,245.5,12.5,258.0
09:47:25,2018-08-16 09:32:18,0,0.0,-3,-18.0,1,0.5,245.5,-17.5,228.0
09:47:26,2018-08-16 09:32:18,0,0.0,-3,-18.0,1,0.5,245.5,-17.5,228.0
09:47:27,2018-08-16 09:32:19,0,0.0,-3,-18.0,1,0.5,245.5,-17.5,228.0
09:47:28,2018-08-16 09:32:21,0,0.0,-3,-18.0,1,3.5,245.5,-14.5,231.0
09:47:29,2018-08-16 09:32:22,0,0.0,-3,-30.0,1,3.5,245.5,-26.5,219.0
09:47:30,2018-08-16 09:32:22,0,0.0,-3,-27.0,1,3.5,245.5,-23.5,222.0
09:47:31,2018-08-16 09:32:24,0,0.0,-3,-27.0,1,3.5,245.5,-23.5,222.0
09:47:32,2018-08-16 09:32:24,0,0.0,-3,-33.0,1,3.5,245.5,-29.5,216.0
09:47:33,2018-08-16 09:32:26,0,0.0,-3,-21.0,1,3.5,245.5,-17.5,228.0
09:47:34,2018-08-16 09:32:26,0,0.0,-3,-21.0,1,3.5,245.5,-17.5,228.0
09:47:36,2018-08-16 09:32:26,0,0.0,-3,-21.0,1,3.5,245.5,-17.5,228.0
09:47:37,2018-08-16 09:32:29,0,0.0,-3,-6.0,1,3.5,245.5,-2.5,243.0
09:47:38,2018-08-16 09:32:29,0,0.0,-3,-6.0,1,-1.5,245.5,-7.5,238.0
09:47:39,2018-08-16 09:32:31,0,0.0,-3,-3.0,1,-0.5,245.5,-3.5,242.0
09:47:40,2018-08-16 09:32:33,-3,6.0,-3,-3.0,1,-0.5,245.5,2.5,248.0
09:47:41,2018-08-16 09:32:34,-3,6.0,-3,-6.0,1,-1.5,245.5,-1.5,244.0
09:47:42,2018-08-16 09:32:34,-3,9.0,-3,-30.0,1,-1.5,245.5,-22.5,223.0
09:47:43,2018-08-16 09:32:36,-3,9.0,0,0.0,1,-1.5,233.5,7.5,241.0
09:47:44,2018-08-16 09:32:37,-3,18.0,0,0.0,1,-1.5,233.5,16.5,250.0
09:47:45,2018-08-16 09:32:37,-3,18.0,0,0.0,1,-1.5,233.5,16.5,250.0
09:47:46,2018-08-16 09:32:39,-3,21.0,0,0.0,1,-1.5,233.5,19.5,253.0
09:47:47,2018-08-16 09:32:39,-3,21.0,0,0.0,1,-0.5,233.5,20.5,254.0
09:47:48,2018-08-16 09:32:39,-3,18.0,0,0.0,1,-0.5,233.5,17.5,251.0
09:47:49,2018-08-16 09:32:42,-3,18.0,0,0.0,1,5.5,233.5,23.5,257.0
09:47:50,2018-08-16 09:32:42,-3,21.0,0,0.0,1,5.5,233.5,26.5,260.0
09:47:51,2018-08-16 09:32:42,-3,21.0,0,0.0,1,5.5,233.5,26.5,260.0
09:47:52,2018-08-16 09:32:44,-6,15.0,0,0.0,1,5.5,233.5,20.5,254.0
09:47:53,2018-08-16 09:32:46,-6,15.0,0,0.0,1,5.5,233.5,20.5,254.0
09:47:54,2018-08-16 09:32:46,-6,15.0,0,0.0,1,-1.5,233.5,13.5,247.0
09:47:55,2018-08-16 09:32:47,-6,15.0,0,0.0,1,-0.5,233.5,14.5,248.0
09:47:56,2018-08-16 09:32:47,-6,15.0,0,0.0,1,3.5,233.5,18.5,252.0
09:47:57,2018-08-16 09:32:47,-6,15.0,0,0.0,1,3.5,233.5,18.5,252.0
09:47:58,2018-08-16 09:32:51,-6,15.0,0,0.0,1,6.5,233.5,21.5,255.0
09:47:59,2018-08-16 09:32:51,-6,15.0,0,0.0,1,6.5,233.5,21.5,255.0
09:48:00,2018-08-16 09:32:53,-6,15.0,0,0.0,1,6.5,233.5,21.5,255.0
09:48:01,2018-08-16 09:32:54,-6,15.0,-3,-0.0,1,10.5,233.5,25.5,259.0
09:48:03,2018-08-16 09:32:55,-6,-27.0,-3,-6.0,1,-1.5,233.5,-34.5,199.0
09:48:04,2018-08-16 09:32:56,-6,-21.0,-3,3.0,1,-0.5,233.5,-18.5,215.0
09:48:05,2018-08-16 09:32:57,-6,-27.0,0,0.0,1,-0.5,248.5,-27.5,221.0
09:48:06,2018-08-16 09:32:58,-6,-27.0,0,0.0,1,-2.5,248.5,-29.5,219.0
09:48:07,2018-08-16 09:33:00,-6,-27.0,0,0.0,1,-2.5,248.5,-29.5,219.0
09:48:08,2018-08-16 09:33:00,-6,-27.0,0,0.0,1,-1.5,248.5,-28.5,220.0
09:48:09,2018-08-16 09:33:01,-6,-27.0,0,0.0,1,-1.5,248.5,-28.5,220.0
09:48:10,2018-08-16 09:33:01,-6,-27.0,0,0.0,1,-2.5,248.5,-29.5,219.0
09:48:11,2018-08-16 09:33:04,-6,-27.0,0,0.0,1,-2.5,248.5,-29.5,219.0
09:48:12,2018-08-16 09:33:04,-6,-27.0,0,0.0,1,-2.5,248.5,-29.5,219.0
09:48:13,2018-08-16 09:33:04,-6,-27.0,0,0.0,1,-2.5,248.5,-29.5,219.0
09:48:14,2018-08-16 09:33:06,-6,-36.0,0,0.0,1,-5.5,248.5,-41.5,207.0
09:48:15,2018-08-16 09:33:06,-6,-36.0,0,0.0,1,-5.5,248.5,-41.5,207.0
09:48:16,2018-08-16 09:33:09,-6,-36.0,0,0.0,1,-5.5,248.5,-41.5,207.0
09:48:17,2018-08-16 09:33:09,-6,-63.0,0,0.0,1,-5.5,248.5,-68.5,180.0
09:48:18,2018-08-16 09:33:11,-6,-63.0,0,0.0,4,-5.5,248.5,-68.5,180.0
09:48:19,2018-08-16 09:33:12,-6,-63.0,0,0.0,1,6.875,251.375,-56.125,195.25
09:48:20,2018-08-16 09:33:13,-6,-63.0,3,-3.0,1,-4.125,251.375,-70.125,181.25
09:48:21,2018-08-16 09:33:13,-6,-63.0,3,0.0,1,-4.125,251.375,-67.125,184.25
09:48:22,2018-08-16 09:33:13,-6,-63.0,3,0.0,1,-3.125,251.375,-66.125,185.25
09:48:23,2018-08-16 09:33:13,-6,-63.0,3,-3.0,1,-3.125,251.375,-69.125,182.25
09:48:24,2018-08-16 09:33:16,-6,-63.0,3,6.0,1,-0.125,251.375,-57.125,194.25
09:48:25,2018-08-16 09:33:18,-6,-63.0,3,6.0,1,-0.125,251.375,-57.125,194.25
09:48:26,2018-08-16 09:33:19,-6,-63.0,3,6.0,1,0.875,251.375,-56.125,195.25
09:48:27,2018-08-16 09:33:19,-6,-63.0,3,0.0,1,0.875,251.375,-62.125,189.25
09:48:28,2018-08-16 09:33:19,-6,-63.0,3,0.0,1,-6.125,251.375,-69.125,182.25
09:48:29,2018-08-16 09:33:21,-6,-63.0,0,0.0,1,-6.125,263.375,-69.125,194.25
09:48:30,2018-08-16 09:33:21,-6,-63.0,0,0.0,1,-6.125,263.375,-69.125,194.25
09:48:31,2018-08-16 09:33:21,-6,-63.0,0,0.0,1,-6.125,263.375,-69.125,194.25
09:48:32,2018-08-16 09:33:25,-6,-63.0,0,0.0,1,-6.125,263.375,-69.125,194.25
09:48:33,2018-08-16 09:33:26,-6,-63.0,0,0.0,1,-6.125,263.375,-69.125,194.25
09:48:34,2018-08-16 09:33:27,-6,-63.0,0,0.0,1,-5.125,263.375,-68.125,195.25
09:48:35,2018-08-16 09:33:28,-6,-63.0,0,0.0,1,-5.125,263.375,-68.125,195.25
09:48:36,2018-08-16 09:33:28,-6,-63.0,0,0.0,1,-6.125,263.375,-69.125,194.25
09:48:37,2018-08-16 09:33:28,-6,-63.0,0,0.0,1,-5.125,263.375,-68.125,195.25
09:48:38,2018-08-16 09:33:28,-6,-81.0,0,0.0,1,-6.125,263.375,-87.125,176.25
09:48:39,2018-08-16 09:33:31,-6,-81.0,0,0.0,1,-5.125,263.375,-86.125,177.25
09:48:40,2018-08-16 09:33:33,-6,-81.0,0,0.0,1,-5.125,263.375,-86.125,177.25
09:48:41,2018-08-16 09:33:33,-6,-81.0,0,0.0,1,-5.125,263.375,-86.125,177.25
09:48:42,2018-08-16 09:33:35,-6,-81.0,3,-6.0,1,-5.125,263.375,-92.125,171.25
09:48:43,2018-08-16 09:33:35,-6,-69.0,3,3.0,1,-3.125,263.375,-69.125,194.25
09:48:44,2018-08-16 09:33:35,-6,-69.0,3,3.0,1,-3.125,263.375,-69.125,194.25
09:48:45,2018-08-16 09:33:38,-6,-69.0,3,6.0,1,-3.125,263.375,-66.125,197.25
09:48:46,2018-08-16 09:33:39,-6,-69.0,3,6.0,1,-3.125,263.375,-66.125,197.25
09:48:48,2018-08-16 09:33:40,-6,-81.0,3,-6.0,1,-6.125,263.375,-93.125,170.25
09:48:49,2018-08-16 09:33:42,-6,-78.0,0,0.0,1,0.875,290.375,-77.125,213.25
09:48:50,2018-08-16 09:33:42,-6,-78.0,0,0.0,1,0.875,290.375,-77.125,213.25
09:48:51,2018-08-16 09:33:42,-6,-81.0,0,0.0,1,0.875,290.375,-80.125,210.25
09:48:52,2018-08-16 09:33:45,-6,-45.0,0,0.0,1,-2.125,290.375,-47.125,243.25
09:48:53,2018-08-16 09:33:46,-6,-45.0,0,0.0,1,-5.125,290.375,-50.125,240.25
09:48:54,2018-08-16 09:33:47,-6,-39.0,3,-6.0,1,-4.125,290.375,-49.125,241.25
09:48:55,2018-08-16 09:33:47,-6,-33.0,3,-6.0,1,-3.125,290.375,-42.125,248.25
09:48:56,2018-08-16 09:33:49,-6,-33.0,3,15.0,-2,2.0,293.0,-16.0,277.0
09:48:57,2018-08-16 09:33:50,-6,-81.0,3,15.0,-2,2.0,293.0,-64.0,229.0
09:48:58,2018-08-16 09:33:51,-6,-57.0,3,24.0,-2,2.0,293.0,-31.0,262.0
09:48:59,2018-08-16 09:33:51,-6,-57.0,3,24.0,-2,2.0,293.0,-31.0,262.0
09:49:00,2018-08-16 09:33:51,-6,-57.0,3,24.0,-2,2.0,293.0,-31.0,262.0
09:49:01,2018-08-16 09:33:54,-6,-81.0,3,24.0,-2,2.0,293.0,-55.0,238.0
09:49:02,2018-08-16 09:33:55,-6,-81.0,3,21.0,-2,2.0,293.0,-58.0,235.0
09:49:03,2018-08-16 09:33:56,-6,-78.0,3,21.0,-2,2.0,293.0,-55.0,238.0
09:49:04,2018-08-16 09:33:57,-6,-78.0,3,21.0,-2,2.0,293.0,-55.0,238.0
09:49:05,2018-08-16 09:33:58,-3,-40.5,3,21.0,-2,2.0,276.5,-17.5,259.0
09:49:06,2018-08-16 09:33:59,-3,-37.5,3,21.0,-2,2.0,276.5,-14.5,262.0
09:49:08,2018-08-16 09:34:00,-3,-40.5,3,21.0,-2,10.0,276.5,-9.5,267.0
09:49:09,2018-08-16 09:34:01,-6,-43.5,0,0.0,-2,10.0,315.5,-33.5,282.0
09:49:10,2018-08-16 09:34:03,-3,8.25,0,0.0,-2,10.0,317.75,18.25,336.0
09:49:11,2018-08-16 09:34:03,-3,-21.75,0,0.0,-2,10.0,317.75,-11.75,306.0
09:49:12,2018-08-16 09:34:04,-3,-9.75,0,0.0,-2,10.0,317.75,0.25,318.0
09:49:13,2018-08-16 09:34:05,-3,-9.75,0,0.0,-2,10.0,317.75,0.25,318.0
09:49:14,2018-08-16 09:34:07,0,0.0,0,0.0,-2,10.0,311.0,10.0,321.0
09:49:15,2018-08-16 09:34:08,0,0.0,0,0.0,-2,10.0,311.0,10.0,321.0
09:49:16,2018-08-16 09:34:08,0,0.0,0,0.0,-2,10.0,311.0,10.0,321.0
09:49:17,2018-08-16 09:34:09,0,0.0,0,0.0,-2,10.0,311.0,10.0,321.0
09:49:18,2018-08-16 09:34:10,0,0.0,0,0.0,-2,10.0,311.0,10.0,321.0
09:49:19,2018-08-16 09:34:11,-3,-3.0,0,0.0,-2,10.0,311.0,7.0,318.0
09:49:20,2018-08-16 09:34:13,-3,-3.0,-2,-1.0,-2,10.0,311.0,6.0,317.0
09:49:21,2018-08-16 09:34:14,-3,-3.0,-2,-2.0,-2,10.0,311.0,5.0,316.0
09:49:22,2018-08-16 09:34:14,-3,-3.0,-2,-0.0,-2,10.0,311.0,7.0,318.0
09:49:23,2018-08-16 09:34:16,-3,3.0,-2,-0.0,-2,10.0,311.0,13.0,324.0
09:49:24,2018-08-16 09:34:17,-3,6.0,-2,-2.0,-2,10.0,311.0,14.0,325.0
09:49:25,2018-08-16 09:34:17,-3,15.0,-2,-2.0,-2,10.0,311.0,23.0,334.0
09:49:26,2018-08-16 09:34:17,-3,15.0,-2,-2.0,-2,10.0,311.0,23.0,334.0
09:49:27,2018-08-16 09:34:17,-3,15.0,-2,-2.0,-2,10.0,311.0,23.0,334.0
09:49:28,2018-08-16 09:34:21,-3,21.0,-2,2.0,-2,10.0,311.0,33.0,344.0
09:49:29,2018-08-16 09:34:22,-3,21.0,-2,4.0,-2,10.0,311.0,35.0,346.0
09:49:30,2018-08-16 09:34:23,-3,18.0,-2,4.0,-2,10.0,311.0,32.0,343.0
09:49:31,2018-08-16 09:34:23,-3,18.0,-2,4.0,-2,12.0,311.0,34.0,345.0
09:49:32,2018-08-16 09:34:25,-3,15.0,-2,4.0,1,0.0,333.0,19.0,352.0
09:49:33,2018-08-16 09:34:25,-3,15.0,-2,4.0,1,0.0,333.0,19.0,352.0
