wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,cs3_pos_lots,cs3_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
23:42:18,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:19,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:21,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:22,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:23,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:24,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:25,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:27,2018-08-16 09:30:26,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:32,2018-08-16 09:30:31,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:33,2018-08-16 09:30:31,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:34,2018-08-16 09:30:33,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:35,2018-08-16 09:30:33,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:36,2018-08-16 09:30:35,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:37,2018-08-16 09:30:36,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:38,2018-08-16 09:30:37,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:40,2018-08-16 09:30:38,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:41,2018-08-16 09:30:38,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:42,2018-08-16 09:30:40,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:43,2018-08-16 09:30:41,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:44,2018-08-16 09:30:41,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:45,2018-08-16 09:30:43,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
23:42:46,2018-08-16 09:30:45,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:47,2018-08-16 09:30:45,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:48,2018-08-16 09:30:46,0,0.0,0,0.0,-3,-12.0,0.0,-12.0,-12.0
23:42:49,2018-08-16 09:30:47,0,0.0,0,0.0,-3,-12.0,0.0,-12.0,-12.0
23:42:50,2018-08-16 09:30:48,0,0.0,0,0.0,-3,-12.0,0.0,-12.0,-12.0
23:42:51,2018-08-16 09:30:49,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:52,2018-08-16 09:30:51,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:53,2018-08-16 09:30:51,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:54,2018-08-16 09:30:52,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:55,2018-08-16 09:30:53,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:56,2018-08-16 09:30:53,0,0.0,0,0.0,-3,-15.0,0.0,-15.0,-15.0
23:42:57,2018-08-16 09:30:56,0,0.0,0,0.0,-3,-6.0,0.0,-6.0,-6.0
23:42:58,2018-08-16 09:30:56,0,0.0,0,0.0,-3,-6.0,0.0,-6.0,-6.0
