wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,cs3_pos_lots,cs3_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
16:54:58,2018-08-16 09:30:21,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:54:59,2018-08-16 09:30:22,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:01,2018-08-16 09:30:22,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:02,2018-08-16 09:30:24,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:03,2018-08-16 09:30:24,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:04,2018-08-16 09:30:24,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:05,2018-08-16 09:30:27,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:06,2018-08-16 09:30:28,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:07,2018-08-16 09:30:29,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:08,2018-08-16 09:30:29,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:09,2018-08-16 09:30:31,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:10,2018-08-16 09:30:32,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:11,2018-08-16 09:30:33,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:12,2018-08-16 09:30:34,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:13,2018-08-16 09:30:35,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
16:55:14,2018-08-16 09:30:36,0,0.0,0,0.0,3,-3.0,0.0,-3.0,-3.0
16:55:15,2018-08-16 09:30:38,0,0.0,0,0.0,3,-3.0,0.0,-3.0,-3.0
16:55:16,2018-08-16 09:30:38,0,0.0,0,0.0,3,-3.0,0.0,-3.0,-3.0
16:55:17,2018-08-16 09:30:38,0,0.0,0,0.0,3,-3.0,0.0,-3.0,-3.0
16:55:18,2018-08-16 09:30:40,0,0.0,0,0.0,3,36.0,0.0,36.0,36.0
16:55:20,2018-08-16 09:30:40,0,0.0,0,0.0,3,36.0,0.0,36.0,36.0
16:55:21,2018-08-16 09:30:43,0,0.0,0,0.0,3,36.0,0.0,36.0,36.0
16:55:22,2018-08-16 09:30:43,0,0.0,0,0.0,3,36.0,0.0,36.0,36.0
16:55:23,2018-08-16 09:30:44,0,0.0,0,0.0,3,36.0,0.0,36.0,36.0
16:55:24,2018-08-16 09:30:44,0,0.0,0,0.0,3,27.0,0.0,27.0,27.0
16:55:25,2018-08-16 09:30:48,0,0.0,0,0.0,3,30.0,0.0,30.0,30.0
16:55:26,2018-08-16 09:30:48,0,0.0,0,0.0,0,0.0,42.0,0.0,42.0
16:55:27,2018-08-16 09:30:49,0,0.0,0,0.0,0,0.0,42.0,0.0,42.0
16:55:28,2018-08-16 09:30:50,0,0.0,0,0.0,0,0.0,42.0,0.0,42.0
16:55:29,2018-08-16 09:30:51,0,0.0,0,0.0,0,0.0,42.0,0.0,42.0
16:55:30,2018-08-16 09:30:52,0,0.0,0,0.0,0,0.0,42.0,0.0,42.0
16:55:31,2018-08-16 09:30:52,0,0.0,0,0.0,0,0.0,42.0,0.0,42.0
16:55:33,2018-08-16 09:30:52,0,0.0,0,0.0,3,-3.0,42.0,-3.0,39.0
16:55:34,2018-08-16 09:30:56,0,0.0,0,0.0,3,0.0,42.0,0.0,42.0
16:55:35,2018-08-16 09:30:57,3,-6.0,0,0.0,3,-3.0,42.0,-9.0,33.0
16:55:36,2018-08-16 09:30:57,3,0.0,0,0.0,3,0.0,42.0,0.0,42.0
16:55:37,2018-08-16 09:30:58,3,0.0,0,0.0,3,-3.0,42.0,-3.0,39.0
16:55:38,2018-08-16 09:31:00,3,0.0,0,0.0,3,-3.0,42.0,-3.0,39.0
16:55:39,2018-08-16 09:31:01,3,-3.0,0,0.0,3,0.0,42.0,-3.0,39.0
16:55:40,2018-08-16 09:31:02,3,15.0,0,0.0,3,0.0,42.0,15.0,57.0
16:55:41,2018-08-16 09:31:03,3,15.0,0,0.0,6,9.0,42.0,24.0,66.0
16:55:42,2018-08-16 09:31:04,3,-3.0,0,0.0,6,9.0,42.0,6.0,48.0
16:55:43,2018-08-16 09:31:05,3,-3.0,0,0.0,3,18.0,72.0,15.0,87.0
16:55:44,2018-08-16 09:31:05,3,0.0,0,0.0,3,18.0,72.0,18.0,90.0
16:55:45,2018-08-16 09:31:07,6,-6.0,0,0.0,3,9.0,72.0,3.0,75.0
16:55:46,2018-08-16 09:31:07,6,-6.0,0,0.0,3,9.0,72.0,3.0,75.0
16:55:47,2018-08-16 09:31:07,6,-6.0,0,0.0,3,12.0,72.0,6.0,78.0
16:55:48,2018-08-16 09:31:07,6,-3.0,0,0.0,3,12.0,72.0,9.0,81.0
16:55:49,2018-08-16 09:31:11,6,-3.0,0,0.0,0,0.0,102.0,-3.0,99.0
16:55:50,2018-08-16 09:31:13,3,-3.0,0,0.0,-3,-3.0,111.0,-6.0,105.0
16:55:51,2018-08-16 09:31:13,3,-6.0,0,0.0,-3,-18.0,111.0,-24.0,87.0
16:55:52,2018-08-16 09:31:15,3,-6.0,0,0.0,-3,-18.0,111.0,-24.0,87.0
16:55:53,2018-08-16 09:31:15,3,-9.0,0,0.0,-3,-18.0,111.0,-27.0,84.0
16:55:54,2018-08-16 09:31:17,3,-9.0,0,0.0,-3,-27.0,111.0,-36.0,75.0
16:55:55,2018-08-16 09:31:18,3,-9.0,0,0.0,-3,-27.0,111.0,-36.0,75.0
16:55:56,2018-08-16 09:31:19,3,12.0,0,0.0,-3,-27.0,111.0,-15.0,96.0
16:55:57,2018-08-16 09:31:20,3,-9.0,0,0.0,-3,-27.0,111.0,-36.0,75.0
16:55:58,2018-08-16 09:31:20,3,-6.0,-3,-3.0,-3,-27.0,111.0,-36.0,75.0
16:55:59,2018-08-16 09:31:21,0,0.0,-3,-0.0,-3,-27.0,126.0,-27.0,99.0
16:56:00,2018-08-16 09:31:23,0,0.0,-3,-0.0,-3,-15.0,126.0,-15.0,111.0
16:56:01,2018-08-16 09:31:23,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:02,2018-08-16 09:31:23,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:03,2018-08-16 09:31:23,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:04,2018-08-16 09:31:27,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:05,2018-08-16 09:31:28,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:06,2018-08-16 09:31:29,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:07,2018-08-16 09:31:29,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:08,2018-08-16 09:31:29,0,0.0,-3,-3.0,-3,-15.0,126.0,-18.0,108.0
16:56:10,2018-08-16 09:31:29,0,0.0,-3,-0.0,-3,-15.0,126.0,-15.0,111.0
16:56:11,2018-08-16 09:31:33,-3,-21.0,-3,-0.0,-3,-15.0,126.0,-36.0,90.0
16:56:12,2018-08-16 09:31:33,-3,-21.0,-3,-0.0,-3,-15.0,126.0,-36.0,90.0
16:56:13,2018-08-16 09:31:35,-3,-21.0,-3,-24.0,-3,-15.0,126.0,-60.0,66.0
16:56:14,2018-08-16 09:31:36,-3,-21.0,-3,-24.0,-3,-15.0,126.0,-60.0,66.0
16:56:15,2018-08-16 09:31:37,-3,-21.0,-3,-27.0,-3,-15.0,126.0,-63.0,63.0
16:56:16,2018-08-16 09:31:38,-3,-21.0,-3,-27.0,-3,-15.0,126.0,-63.0,63.0
