wall_time,sim_time,symbol,event,side,price,lots,detail
23:42:18,1969-12-31 19:00:00,CS1,NO_BOOK,,,,skipping cycle
23:42:18,1969-12-31 19:00:00,CS2,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
23:42:18,1969-12-31 19:00:00,CS3,SUBMIT,BUY,99.89,3,bid+1tick=99.89 spread=0.2300 pos=+0L
23:42:18,1969-12-31 19:00:00,CS3,SUBMIT,SELL,100.1,3,ask-1tick=100.1 spread=0.2300 pos=+0L
23:42:18,1969-12-31 19:00:00,CS3,STATUS,,,,bid=99.89(NEW) ask=100.1(NEW) spread=0.2300 pos=+0L
23:42:20,1969-12-31 19:00:00,CS1,NO_BOOK,,,,skipping cycle
23:42:20,1969-12-31 19:00:00,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:20,1969-12-31 19:00:00,CS3,CANCEL,BUY,99.89,,outside spread bid=99.89 ask=100.1
23:42:20,1969-12-31 19:00:00,CS3,CANCEL,SELL,100.1,,outside spread bid=99.89 ask=100.1
23:42:21,1969-12-31 19:00:00,CS3,SUBMIT,BUY,99.89,3,bid+1tick=99.89 spread=0.2300 pos=+0L
23:42:21,1969-12-31 19:00:00,CS3,SUBMIT,SELL,100.1,3,ask-1tick=100.1 spread=0.2300 pos=+0L
23:42:21,1969-12-31 19:00:00,CS3,STATUS,,,,bid=99.89(NEW) ask=100.1(NEW) spread=0.2300 pos=+0L
23:42:22,1969-12-31 19:00:00,CS1,NO_BOOK,,,,skipping cycle
23:42:22,1969-12-31 19:00:00,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:22,1969-12-31 19:00:00,CS3,CANCEL,BUY,99.89,,outside spread bid=99.89 ask=100.1
23:42:23,1969-12-31 19:00:00,CS3,CANCEL,SELL,100.1,,outside spread bid=99.89 ask=100.1
23:42:23,1969-12-31 19:00:00,CS3,SUBMIT,BUY,99.9,3,bid+1tick=99.9 spread=0.2200 pos=+0L
23:42:23,1969-12-31 19:00:00,CS3,SUBMIT,SELL,100.1,3,ask-1tick=100.1 spread=0.2200 pos=+0L
23:42:23,1969-12-31 19:00:00,CS3,STATUS,,,,bid=99.9(NEW) ask=100.1(NEW) spread=0.2200 pos=+0L
23:42:24,1969-12-31 19:00:00,CS1,NO_BOOK,,,,skipping cycle
23:42:24,1969-12-31 19:00:00,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:24,1969-12-31 19:00:00,CS3,CANCEL,BUY,99.9,,outside spread bid=99.9 ask=100.1
23:42:25,1969-12-31 19:00:00,CS3,CANCEL,SELL,100.1,,outside spread bid=99.9 ask=100.1
23:42:25,1969-12-31 19:00:00,CS3,SUBMIT,BUY,99.96,3,bid+1tick=99.96 spread=0.1600 pos=+0L
23:42:25,1969-12-31 19:00:00,CS3,SUBMIT,SELL,100.1,3,ask-1tick=100.1 spread=0.1600 pos=+0L
23:42:25,1969-12-31 19:00:00,CS3,STATUS,,,,bid=99.96(NEW) ask=100.1(NEW) spread=0.1600 pos=+0L
23:42:32,2018-08-16 09:30:31,CS1,NO_BOOK,,,,skipping cycle
23:42:32,2018-08-16 09:30:31,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:32,2018-08-16 09:30:31,CS3,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
23:42:34,2018-08-16 09:30:33,CS1,NO_BOOK,,,,skipping cycle
23:42:34,2018-08-16 09:30:33,CS2,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
23:42:34,2018-08-16 09:30:33,CS3,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
23:42:36,2018-08-16 09:30:35,CS1,SUBMIT,BUY,100.04,3,bid+1tick=100.04 spread=0.0800 pos=+0L
23:42:36,2018-08-16 09:30:35,CS1,SUBMIT,SELL,100.1,3,ask-1tick=100.1 spread=0.0800 pos=+0L
23:42:36,2018-08-16 09:30:35,CS1,STATUS,,,,bid=100.04(NEW) ask=100.1(NEW) spread=0.0800 pos=+0L
23:42:36,2018-08-16 09:30:35,CS2,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
23:42:36,2018-08-16 09:30:35,CS3,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
23:42:38,2018-08-16 09:30:37,CS1,SPREAD_TIGHT,,,,spread=0.0100 < 0.05 — cancelling
23:42:38,2018-08-16 09:30:37,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:38,2018-08-16 09:30:37,CS3,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:41,2018-08-16 09:30:38,CS1,SPREAD_TIGHT,,,,spread=0.0300 < 0.05 — cancelling
23:42:41,2018-08-16 09:30:38,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:41,2018-08-16 09:30:38,CS3,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:43,2018-08-16 09:30:41,CS1,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
23:42:43,2018-08-16 09:30:41,CS2,SPREAD_TIGHT,,,,spread=0.0200 < 0.05 — cancelling
23:42:43,2018-08-16 09:30:41,CS3,SPREAD_TIGHT,,,,spread=0.0400 < 0.05 — cancelling
